PARAMETER_CODE,DMR_PARAMETER_DESC,POLLUTANT_CODE,PARENT_CATEGORY,SUB_CATEGORY,TOXICS_PARAMETER_DESC_MATCHED,ESMR_PARAMETER_DESC
TAN3C,LC50 Statre 96Hr Acute D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN3D,LC50 Statre 96Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN3E,LC50 Statre 96Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN3H,LC50 Statre 96Hr Acute Pandulas Hypsinotus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN3I,LC50 Statre 96Hr Acute Pandulas Borealis,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN3J,LC50 Statre 96Hr Acute Cancer Magister,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6A,LC50 Statre 96Hr Acute Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6B,LC50 Statre 96Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6C,LC50 Statre 96Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6D,LC50 Statre 96Hr Acute Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6E,LC50 Statre 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6G,LC50 Statre 96Hr Acute Orcorhynchus Gorbus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6H,LC50 Statre 96Hr Acucyprinella Leedsi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAN6J,LC50 Statre 96Hr Acumenidia beryllina,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAO6E,LC50 Statre 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAP3B,LC50 Statre 7Day Chrceriodaphnia,4677,Uncategorized,Uncategorized,,No Match (unconfirmed)
TAP6E,LC50 Statre 7Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW1A,LC50 Flth 48Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW1B,LC50 Flth 48Hr Acute L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW1C,LC50 Flth 48Hr Acute Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW3A,LC50 Flth 48Hr Acute Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW3B,LC50 Flth 48Hr Acute Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW3C,LC50 Flth 48Hr Acute D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW3D,LC50 Flth 48Hr Acute D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW3E,LC50 Flth 48Hr Acute Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW6A,LC50 Flth 48Hr Acute Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW6B,LC50 Flth 48Hr Acute Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW6C,LC50 Flth 48Hr Acute Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW6D,LC50 Flth 48Hr Acute Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAW6E,LC50 Flth 48Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAX1A,LC50 Flth 96Hr Acute Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAX1B,LC50 Flth 96Hracu L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAX1C,LC50 Flth 96Hr Acute Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TAX3A,LC50 Flth 96Hr Acute Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
84,Color,11106,Color and Turbidity,Color,,No Match (unconfirmed)
85,Odor [Threshold Number],11898,Other,Other,,No Match (unconfirmed)
86,Odor [threshold no. at 60 deg. C],11896,Other,Other,,No Match (unconfirmed)
87,Odor [threshold no. at 40 deg cent],11895,Other,Other,,No Match (unconfirmed)
90,Redox [oxidation reduction potential],11920,Nutrients,Dissolved Oxygen,,No Match (unconfirmed)
91,"Flow, minimum flow range",11318,Flow,Flow,,No Match (unconfirmed)
92,"Flow, maximum flow range",11317,Flow,Flow,,No Match (unconfirmed)
94,Conductivity,1130,Solids,Dissolved Solids,,No Match (unconfirmed)
95,Specific conductance,12263,Solids,Dissolved Solids,,No Match (unconfirmed)
111,Ratio fecal coliform & streptococci,11294,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
132,Dry days preceding precipitation event,11229,Uncategorized,Uncategorized,,No Match (unconfirmed)
135,Rainfall duration,12176,Other,Other,,No Match (unconfirmed)
136,Temperature of sample upon arrival at lab,12379,Temperature,Temperature,,No Match (unconfirmed)
139,Hydrogen peroxide,10308,Uncategorized,Uncategorized,,No Match (unconfirmed)
140,"BOD, 5-day, 20 deg. C per production",10857,Organics,COD,,No Match (unconfirmed)
141,"Solids, total susp per production",12252,Solids,Suspended Solids,,No Match (unconfirmed)
142,Hydrogen cyanide,11408,Inorganics,Toxic Inorganics,,No Match (unconfirmed)
143,Methyl mercaptan,10348,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
144,Combined metals sum,11111,Metals,Other Metals,,No Match (unconfirmed)
145,Total production - mass,12429,Uncategorized,Uncategorized,,No Match (unconfirmed)
146,Chem. oxygen demand per production,11073,Uncategorized,Uncategorized,,No Match (unconfirmed)
147,"Iron, total per production",2215,Metals,Iron,,No Match (unconfirmed)
148,"Herbicides, total",2041,Uncategorized,Uncategorized,,No Match (unconfirmed)
149,"Alpha emitting radium isotopes, dissolved",12172,Other,Other,,No Match (unconfirmed)
150,"Solids, total susp. per cfs of streamflw",12253,Solids,Suspended Solids,,No Match (unconfirmed)
151,"Nitrogen, ammonia per cfs of streamflow",375,Flow,Flow,,No Match (unconfirmed)
152,Oil and grease per production,10364,Other,Fuel,,No Match (unconfirmed)
153,Oil and grease per cfs of streamflow,10364,Other,Fuel,,No Match (unconfirmed)
154,Sulfate [as S],6101,Solids,Dissolved Solids,,"Sulfate, Total (as S)"
155,Isooctyl silvex,12157,Uncategorized,Uncategorized,,No Match (unconfirmed)
156,"Isooctyl 2,4,5-T",10782,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
157,"Solids, total volatile, percent removal",12256,Solids,Suspended Solids,,No Match (unconfirmed)
159,"Copper, total per batch",1165,Metals,Copper,,No Match (unconfirmed)
160,"Iron, total per batch",2215,Metals,Iron,,No Match (unconfirmed)
161,"Nickel, total per batch",2741,Metals,Nickel,,No Match (unconfirmed)
162,"Silver, total per batch",3714,Metals,Silver,,No Match (unconfirmed)
163,"Solids, total susp. per batch",12251,Solids,Suspended Solids,,No Match (unconfirmed)
164,"Flow, gallons/batch",11314,Flow,Flow,,No Match (unconfirmed)
165,Sludge volume index [SVI],12221,Uncategorized,Uncategorized,,No Match (unconfirmed)
166,"Chloride, percent removal",5033,Solids,Dissolved Solids,,No Match (unconfirmed)
167,"Solids, dry, discharge to sol. handling sys.",12233,Solids,Suspended Solids,,No Match (unconfirmed)
168,"Production, total, megawatts",12136,Uncategorized,Uncategorized,,No Match (unconfirmed)
169,"Solids, dry, incin.as%ofdrysol.fromtrmtplt",12234,Solids,Suspended Solids,,No Match (unconfirmed)
170,"Solids, dry, removed from sol. handling sys.",12235,Solids,Suspended Solids,,No Match (unconfirmed)
171,Septage discharged to treatment fac.,12207,Uncategorized,Uncategorized,,No Match (unconfirmed)
172,"Digester solids content, percent",11192,Solids,Suspended Solids,,No Match (unconfirmed)
173,"Sludge, rate of wasting",12225,Metals,Tin,,No Match (unconfirmed)
175,"Nitrogen, ammonia, percent removal",375,Nutrients,Nitrogen,,No Match (confirmed)
176,"Oxygen demand, ult., percent removal",11927,Uncategorized,Uncategorized,,No Match (unconfirmed)
177,"Oxygen demand, dissolved",11923,Uncategorized,Uncategorized,,No Match (unconfirmed)
178,Nicotine sulfate,10427,Metals,Tin,,No Match (unconfirmed)
179,Waste heat rejection rate,12494,Uncategorized,Uncategorized,,No Match (unconfirmed)
180,Plant capacity fact. percent of capacity,12096,Uncategorized,Uncategorized,,No Match (unconfirmed)
181,"Oxygen demand, ultimate",10860,Uncategorized,Uncategorized,,No Match (unconfirmed)
182,Oil and grease,10364,Other,Fuel,,No Match (unconfirmed)
183,"Chlorine, total residual, duration of violation",11094,Inorganics,Disinfectants,,"Chlorine, Total Residual"
184,Coagulants added,11102,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
185,"Particulates, floating",11990,Metals,Tin,,No Match (unconfirmed)
186,"Particulates, floating, dry weight",11991,Metals,Tin,,No Match (unconfirmed)
187,Toxicity,4245,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
188,"Chlorinated pesticides, total & PCB's",12000,Inorganics,Disinfectants,,No Match (unconfirmed)
189,Radioactivity,3565,Other,Radiation,,Radioactivity
190,Bis ether,10980,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
191,Hydrogen ion,11409,Uncategorized,Uncategorized,,No Match (unconfirmed)
192,"Oxygen demand, ult. carbonaceous [UCOD]",10861,Organics,COD,,No Match (unconfirmed)
193,"Precipitation, total defined period/in",12113,Uncategorized,Uncategorized,,No Match (unconfirmed)
195,Plume surface area,12101,Uncategorized,Uncategorized,,No Match (unconfirmed)
208,"Chlorine, total residual [dsg. time]",928,Inorganics,Disinfectants,,No Match (unconfirmed)
300,"Oxygen, dissolved [DO]",3051,Nutrients,Dissolved Oxygen,,Dissolved Oxygen
301,"Oxygen, dissolved percent saturation",11205,Uncategorized,Uncategorized,,No Match (unconfirmed)
310,"BOD, 5-day, 20 deg. C",10178,Organics,COD,,Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C)
311,"BOD, 5-day, dissolved",10854,Organics,COD,,No Match (unconfirmed)
314,"BOD, nitrogen inhib 5-day [20 deg. C]",10856,Organics,COD,,No Match (unconfirmed)
318,"BOD, 5-day",10178,Organics,COD,,No Match (unconfirmed)
319,"BOD, [ult. all stages]",10860,Organics,COD,,No Match (unconfirmed)
320,"BOD, [ult. 1st stage]",10862,Organics,COD,,No Match (unconfirmed)
321,"BOD, [ult. 2nd stage]",10863,Organics,COD,,No Match (unconfirmed)
324,"BOD, 20-day [20 deg. C]",10837,Organics,COD,,No Match (unconfirmed)
327,"BOD, 11-day [20 deg. C]",10836,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
335,"Oxygen demand, chem. [low level] [COD]",11075,Other,Other,,No Match (unconfirmed)
340,"Oxygen demand, chem. [high level] [COD]",11074,Other,Other,,No Match (unconfirmed)
341,"Oxygen demand, chem. [COD], dissolved",11076,Organics,COD,,No Match (unconfirmed)
343,"Oxygen demand, total [tod]",11926,Uncategorized,Uncategorized,,No Match (unconfirmed)
352,"BOD, 35-day [20 deg. C]",10839,Organics,COD,,No Match (unconfirmed)
359,"BOD, filtered, 5 day, 20 deg C",10854,Organics,COD,,No Match (unconfirmed)
370,"Chlorine demand, 1 hr",11089,Inorganics,Disinfectants,,No Match (unconfirmed)
386,Ozone - residual,3054,Uncategorized,Uncategorized,,No Match (unconfirmed)
387,Ozone,3054,Uncategorized,Uncategorized,,No Match (unconfirmed)
388,"Oxygen demand, sum product",11925,Uncategorized,Uncategorized,,No Match (unconfirmed)
398,Dissolved oxygen injected,11206,Nutrients,Dissolved Oxygen,,No Match (unconfirmed)
399,"Oxygen, dissolved, % of time violated",11930,Uncategorized,Uncategorized,,No Match (unconfirmed)
400,pH,10510,pH,pH,,pH
403,"pH, lab",12529,pH,pH,,No Match (unconfirmed)
404,Non-ionic dispersant [Nalsperse 7348],11887,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
405,Carbon dioxide [as CO2],814,Organics,COD,,No Match (unconfirmed)
410,"Alkalinity, total [as CaCO3]",10799,pH,alkalinity,,"Alkalinity, Total (as CaCO3)"
415,"Alkalinity, phenolphthaline method",10802,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
425,"Alkalinity, bicarbonate [as CaCO3]",10800,Organics,COD,,"Alkalinity, Bicarbonate (as CaCO3)"
430,"Alkalinity, carbonate [as CaCO3]",10801,Organics,COD,,No Match (unconfirmed)
435,"Acidity, total [as CaCO3]",10791,pH,alkalinity,,No Match (unconfirmed)
436,Acidity-mineral methyl orange [as CaCO3],10790,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
437,"Acidity, CO2 phenol [as CaCO3]",10791,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
438,Hydrochloric acid,5474,pH,pH,,No Match (unconfirmed)
439,Hydrochloric acid,5474,pH,pH,,No Match (unconfirmed)
440,Bicarbonate ion- [as HCO3],11059,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
441,"Sulphur, total elemental",3917,Uncategorized,Uncategorized,,No Match (unconfirmed)
442,"Phosphorous, total elemental",5889,Uncategorized,Uncategorized,,No Match (unconfirmed)
445,Carbonate ion- [as CO3],11058,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
475,Viscosity,12478,Uncategorized,Uncategorized,,No Match (unconfirmed)
480,Salinity,12192,Solids,Dissolved Solids,,Salinity
497,Flashpoint temp of oil/solvents ASTM,11303,Other,Fuel,,No Match (unconfirmed)
924,"Magnesium, in bottom deposits",6699,Metals,Magnesium,,No Match (unconfirmed)
925,"Magnesium, dissolved [as Mg]",6699,Metals,Magnesium,,No Match (unconfirmed)
927,"Magnesium, total [as Mg]",6699,Metals,Magnesium,,No Match (unconfirmed)
929,"Sodium, total [as Na]",6802,Solids,Dissolved Solids,,No Match (unconfirmed)
930,"Sodium, dissolved [as Na]",6802,Solids,Dissolved Solids,,No Match (unconfirmed)
931,Sodium adsorption ratio,12226,Solids,Dissolved Solids,,No Match (unconfirmed)
932,"Sodium, %",6802,Solids,Dissolved Solids,,No Match (unconfirmed)
934,Sodium in bottom dep [as Na] [dry wgt],6802,Solids,Dissolved Solids,,No Match (unconfirmed)
935,"Potassium, dissolved [as K]",5948,Nutrients,Potassium,,No Match (unconfirmed)
937,"Potassium, total [as K]",5948,Nutrients,Potassium,,No Match (unconfirmed)
938,"Potassium, in bottom deposits",5948,Nutrients,Potassium,,No Match (unconfirmed)
942,"Chloride, sludge, total dry weight",5033,Solids,Dissolved Solids,,No Match (unconfirmed)
945,"Sulfate, total [as SO4]",6101,Solids,Dissolved Solids,,"Sulfate, Total (as SO4)"
TBD3A,Noel Static 7Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD3B,Noel Static 7Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD3C,Noel Static 7Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD3D,Noel Static 7Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD3E,Noel Static 7Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD6A,Noel Static 7Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD6B,Noel Static 7Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD6C,Noel Static 7Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD6D,Noel Static 7Day Chronic Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBD6E,Noel Static 7Day Chronic Lepomis Macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBE6E,NOEL Static 1Hr Chronic Lepomis macrochirus,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBF3K,Noel Static 1Hr Chronic Red Sea Urchin,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBF3L,Noel Static 1Hr Chronic Purple Sea Urchin,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBF3M,Noel Static 1Hr Chronic Green Sea Urchin,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBF3N,Noel Static 1Hr Chronic Dendraster Excent,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBG1C,Noel Static 48Hr Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBG3O,Noel Static 48Hr Chronic Crassostrea Gigas,4677,Other,Fuel,,No Match (unconfirmed)
TBG3P,Noel Static 48Hr Chronic Mytilus Edulis,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBH3A,Noel Static 1Hr Fert. Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBM6E,NOEL Static Renewal 48Hr Acute Lepomis Macrochirus,4677,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
TBN6E,Noel Statre 96Hr Acute Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO1A,Noel Statre 4Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO1B,Noel Statre 4Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO1C,Noel Statre 4Day Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO3A,Noel Statre 4Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO3B,Noel Statre 4Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO3C,Noel Statre 4Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO3D,Noel Statre 4Day Chronic D. Pulex,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO3E,Noel Statre 4Day Chronic Mysid. Bahia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO6A,Noel Statre 4Day Chronic Cyprinodon,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO6B,Noel Statre 4Day Chronic Menidia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO6C,Noel Statre 4Day Chronic Pimephales,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO6D,Noel Statre 4Day Chronic Salmo Gair.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBO6E,Noel Statre 4Day Chronic Lepomis Macrochi,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP1A,Noel Statre 7Day Chronic Selen. Capr.,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP1B,Noel Statre 7Day Chronic L. Minor,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP1C,Noel Statre 7Day Chronic Champia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP3A,Noel Statre 7Day Chronic Arbacia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP3B,Noel Statre 7Day Chronic Ceriodaphnia,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
TBP3C,Noel Statre 7Day Chronic D. Magna,4677,Aquatic Toxicity,Aquatic Toxicity,,No Match (unconfirmed)
82206,Acidity,301,Uncategorized,Uncategorized,,No Match (unconfirmed)
82207,Differential pressure annular well head,11190,Uncategorized,Uncategorized,,No Match (unconfirmed)
82208,Sodium arsenite,10832,Solids,Dissolved Solids,,No Match (unconfirmed)
82209,Chlorides + Sulfates,11083,Solids,Dissolved Solids,,No Match (unconfirmed)
82210,Oxygen demand first stage,10862,Uncategorized,Uncategorized,,No Match (unconfirmed)
82211,"Mercaptans, total",11653,Uncategorized,Uncategorized,,No Match (unconfirmed)
82212,"Resin acids, total",12186,pH,pH,,No Match (unconfirmed)
82213,Dimethylbenzidine,12520,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82214,pH change [range],12524,pH,pH,,No Match (unconfirmed)
82215,"Algal, biomass percent",10797,Uncategorized,Uncategorized,,No Match (unconfirmed)
82216,"Spray irrigation, application rate",12268,pH,pH,,No Match (unconfirmed)
82218,"Iron, total percent removal",2215,Metals,Iron,,No Match (unconfirmed)
82219,Sludge settleability 30 minute,12219,Uncategorized,Uncategorized,,No Match (unconfirmed)
82220,"Flow, total",11324,Flow,Flow,,No Match (unconfirmed)
82221,"Flow volume daily, into a well",11308,Flow,Flow,,No Match (unconfirmed)
82222,Sludge volume daily into a well,12220,Uncategorized,Uncategorized,,No Match (unconfirmed)
82223,Area of disposal- used,10828,Uncategorized,Uncategorized,,No Match (unconfirmed)
82224,"Pressure, bottom-at well bottom",12119,Uncategorized,Uncategorized,,No Match (unconfirmed)
82225,Dichlorobutene [isomers],10996,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82226,"2-sec-Butyl-4,6-dinitrophenol",12016,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82227,Trichlorophenate- [isomers],12042,Uncategorized,Uncategorized,,No Match (unconfirmed)
82228,EDTA ammoniated,11348,Nutrients,Nitrogen,,No Match (unconfirmed)
82229,Free acid,11331,pH,pH,,No Match (unconfirmed)
82230,Ammonia & ammonium- total,10808,Nutrients,Nitrogen,,No Match (unconfirmed)
82231,Chlorodimeform,11678,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82232,2-Ethyl-2-methyldioxolane,10663,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82234,Temperature rate of change deg. C/hr,12380,Temperature,Temperature,,No Match (unconfirmed)
82235,"Turbidity, % increas over intake",12453,Color and Turbidity,Turbidity,,No Match (unconfirmed)
82236,"BOD, 5 lb/cu ft process",10844,Organics,COD,,No Match (unconfirmed)
82237,Total susp. solids- lb/cu ft process,12430,Solids,Suspended Solids,,No Match (unconfirmed)
82238,Mixed liquor,11684,Uncategorized,Uncategorized,,No Match (unconfirmed)
82239,Microscopic analysis,11680,Uncategorized,Uncategorized,,No Match (unconfirmed)
82241,"Nitrobodies, total",11883,Organics,COD,,No Match (unconfirmed)
82287,"Solids, total non- volatile, non-fixed",12248,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82289,Lagoon observation visual,11638,Uncategorized,Uncategorized,,No Match (unconfirmed)
82290,"Calcium hypochlorite, weight/application grams",11037,Metals,Calcium,,No Match (unconfirmed)
82291,"Calcium hypochlorite, number of applications",11036,Metals,Calcium,,No Match (unconfirmed)
82293,4-Nitro-m-cresol,12027,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82066,"Radioactivity, gross",3565,Other,Radiation,,No Match (unconfirmed)
82294,"Nitrogen, ammonia, sludge, tot dry wgt",375,Nutrients,Nitrogen,,No Match (unconfirmed)
82295,"Chloride, dissolved [as Cl]",5033,Solids,Dissolved Solids,,No Match (unconfirmed)
82303,"Radon, total in water",3572,Other,Radiation,,No Match (unconfirmed)
82318,"Tantalum, total",4008,Uncategorized,Uncategorized,,No Match (unconfirmed)
82322,"Samarium, total [as Sm in water]",12194,Uncategorized,Uncategorized,,No Match (unconfirmed)
82326,"Ruthenium, total",12191,Uncategorized,Uncategorized,,No Match (unconfirmed)
82357,Ethylene,11285,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82358,"Proprane, total",3494,Uncategorized,Uncategorized,,No Match (unconfirmed)
82370,Dissolved radioactive gasses,11207,Other,Fuel,,No Match (unconfirmed)
82375,Solids accumulation rate tot dry weight,12229,Solids,Suspended Solids,,No Match (unconfirmed)
82385,Nitrogen oxides [as N],2817,Nutrients,Nitrogen,,No Match (unconfirmed)
82386,"Nitrogen, oxidized",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
82387,"First stage oxygen demand, % removal",10853,Uncategorized,Uncategorized,,No Match (unconfirmed)
82388,"1,4-Dioxane",6390,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82389,"Sodium sulfate, total",12290,Solids,Dissolved Solids,,No Match (unconfirmed)
82390,"Free acid, total",11332,pH,pH,,No Match (unconfirmed)
82391,Water treatment additives,12503,Other,Other,,No Match (unconfirmed)
82392,Aluminum sulfate,10464,Metals,Aluminum,,No Match (unconfirmed)
82394,"Hardness, tot calc. [Ca, Mg, Fe] as CaC03",11380,Uncategorized,Uncategorized,,No Match (unconfirmed)
82399,"Chromium, hexavalent",10214,Metals,Chromium,,No Match (unconfirmed)
82416,Paraquat,10067,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82424,"BOD, % over influent",10858,Organics,COD,,No Match (unconfirmed)
82501,"Iron, dissolved from dry deposition",2215,Metals,Iron,,No Match (unconfirmed)
82516,Trichlorobenzene,10939,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82517,Duration of discharge,11230,Uncategorized,Uncategorized,,No Match (unconfirmed)
82529,Dichlorobutadiene,10661,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82539,"Nitrogen, Kjeldahl",2817,Nutrients,Nitrogen,,No Match (unconfirmed)
82540,MB 121,11652,Uncategorized,Uncategorized,,No Match (unconfirmed)
82541,Polyacrylamide chloride,12106,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82545,Water level relative to mean sea level,12500,Other,Other,,No Match (unconfirmed)
82546,Elevation of original ground,11234,Other,Other,,No Match (unconfirmed)
82550,"Osmotic pressure, total, unf whl wtr",11912,Uncategorized,Uncategorized,,No Match (unconfirmed)
82558,Volatile halogenated hydrocarbons,12480,Organics,COD,,No Match (unconfirmed)
82559,Volatile hydrocarbons,11407,Organics,COD,,No Match (unconfirmed)
82560,Total pesticides,6662,Toxic Organics,Toxic Organics,,No Match (unconfirmed)
82561,"Conductivity, net",11115,Solids,Dissolved Solids,,No Match (unconfirmed)
82564,Lagoon freeboard,11637,Uncategorized,Uncategorized,,No Match (unconfirmed)
82565,Ciodrin,10721,Uncategorized,Uncategorized,,No Match (unconfirmed)
82575,pH exchange [su],12525,pH,pH,,No Match (unconfirmed)
82576,Daily excursion time [min],11137,Uncategorized,Uncategorized,,No Match (unconfirmed)
82577,Month excursion time [min],11688,Uncategorized,Uncategorized,,No Match (unconfirmed)
82578,Day - max excursion time [min],11138,Uncategorized,Uncategorized,,No Match (unconfirmed)
82581,"pH range excursions, > 60 minutes",12526,pH,pH,,No Match (confirmed)
82582,"pH range excursions, monthly total accum",12532,pH,pH,,No Match (confirmed)
82583,"pH, in soil",12528,Other,Fuel,,No Match (unconfirmed)
