PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG
TIA6E,LC50 Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TIB6E,LC50 Pass/Fail Static 96Hr Acute Lepomis Macrochiru,4677,A,16,,Y,
TIC6E,LC50 Pass/Fail Static 4Day Chronic Lepomis Macrochiru,4677,A,16,,Y,
TID6E,LC50 Pass/Fail Static 7Day Chronic Lepomis Macrochiru,4677,A,16,,Y,
TIE3B,LC50 Pass/Fail Static 24Hr Acute Ceriodaphnia,4677,A,55,,N,
TIE3C,Daphnia Magna Survi-Val 24 Hr. Acute Wet,4677,A,55,,N,
TIE3D,LC50 Pass/Fail Static 24Hr Acute D. Pulex,4677,A,55,,N,
TIE3E,LC50 Pass/Fail Static 24Hr Acute Mysid. Bahia,4677,A,55,,N,
TIE6A,LC50 Pass/Fail Static 24Hr Acute Cyprinodon,4677,A,55,,N,
TIE6B,LC50 Pass/Fail Static 24Hr Acute Menidia menidia,4677,A,55,,N,
TIE6C,LC50 Pass/Fail Static 24Hr Acute Pimphales,4677,A,55,,N,
TIE6E,LC50 Pass/Fail Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,
TIG1A,LC50 Pass/Fail 1Hr Fert. Test Chr.,4677,A,16,,Y,
TIM3B,LC50 Statre 48Hr Acuc. Dubia,4677,A,55,,N,
TIM3D,LC50 Pass/Fail Static Renewal 48Hr Acute Daphnia Pulex,4677,A,55,,N,
TIM6C,LC50 Statre 48Hr Acute P. Promelas,4677,A,55,,N,
TIM6E,LC50 Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TIN6E,LC50 Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TIO6E,LC50 Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TIP6E,LC50 Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TIW6E,LC50 Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TIX6E,LC50 Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TIY6E,LC50 Pass/Fail Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TIZ6E,LC50 Pass/Fail Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TJA3B,% Mortality Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,
TJA3E,% Mortality Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,
TJB1B,%Mortality 96Hr Acute L. Minor,4677,A,16,,Y,
TJE1A,%Mortality 1Hr Chronic Selen. Capr.,4677,A,16,,Y,
TJE1B,%Mortality 1Hr Chronic L. Minor,4677,A,16,,Y,
TJE3B,%Mortality Static 24Hr Acute Ceriodaphnia,4677,A,16,,Y,
TJE6C,%Mortality Static 24Hr Acute Pimephales,4677,A,16,,Y,
TJF1A,"48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,
TJF1B,"48Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,
TJG1A,1 Hr Fert. Test Chronic Selen. Capr.,4677,A,16,,Y,
TJM3D,%Mortality Static Renewal 48Hr Acute Daphnia Pulex,4677,A,16,,Y,
TJM6C,%Mortality 48Hr Acute P. Promelas Test,4677,A,16,,Y,
TJP3B,%Mortality 7Day Chronic Ceriodaphnia,4677,A,16,,Y,
TJP3E,%Mortality 7Day Chronic Mysid. Bahia,4677,A,16,,Y,
TJP3X,%Mortality Static Renewal 7Day Chronic Daphnia Ambigua,4677,A,16,,Y,
TJP6C,%Mortality Static Renewal 7Day Chronic Pimephales Promelas,4677,A,16,,Y,
TKB1A,TU 96Hr Acute Selen. Capr.,4677,A,16,,Y,
TKB1B,TU 96Hr Acute L. Minor,4677,A,16,,Y,
TKE1A,TU 1Hr Chronic Selen. Capr.,4677,A,16,,Y,
TKE1B,TU 1Hr Chronic L. Minor,4677,A,16,,Y,
TKF1A,"TU 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,
TKF1B,"TU 48 Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,
81020,Sulfate,6101,A,59,,Y,1
81021,"Residue, total volatile",12255,A,59,,Y,1
81207,Seawater gel mud,12204,A,65,,Y,1
81208,"Cyanide, free not amenable to chlorin.",5123,A,59,,Y,2
81281,Kepone,10642,A,59,,Y,2
81283,Benzene hexachloride,11124,A,59,,Y,2
81284,Trifluralin [C13H16F3N3O4],10879,A,59,,Y,2
81286,"BOD, carbonaceous [5-day, 20 C][streamflow]",10107,A,107,,Y,1
81287,Dinitrobutyl phenol,12016,A,59,,Y,2
81288,"BHC, total",11124,A,59,,Y,2
81290,EPN,12048,A,59,,Y,
81291,Phosalone,12075,A,59,,Y,
81292,Azinphos-ethyl,12066,A,59,,Y,
81293,Coumaphos,12088,A,59,,Y,2
81295,"DEF, total",12090,A,78,,Y,
81299,"Organics, total",2991,A,59,,Y,2
81302,Dibenzofuran,5201,A,59,,Y,2
81308,"Hydrocarbons, nitrated",11405,A,59,,Y,2
81313,Hydrazine,2072,A,59,,Y,2
81314,"1,1-Dimethylhydrazine",11398,A,59,,Y,2
81317,Thiosulfate ion[2-],12406,A,59,,Y,2
81318,Ferrocyanide,11296,A,59,,Y,1
81322,Chlorpropham,11041,A,59,,Y,
81324,"Camphor, whole water",10177,A,59,,Y,
81328,"Dichloroethene, total",11287,A,59,,Y,2
81329,"Hexene, total water",11397,A,59,,Y,
81332,"N,N-Dimethyl acetamide, whole water",10776,A,59,,Y,
81333,"Dichlorobenzene, isomer",10152,A,59,,Y,2
34445,"Naphthalene, dry weight",5680,A,59,,Y,2
34447,Nitrobenzene,10164,A,59,,Y,2
34450,"Nitrobenzene, dry weight",10164,A,59,,Y,2
34452,para-Chloro-meta-cresol,12036,A,59,,Y,2
34461,Phenanthrene,7827,A,59,,Y,2
34464,"Phenanthrene, dry weight",7827,A,59,,Y,2
34469,Pyrene,7829,A,59,,Y,2
34472,"Pyrene, dry weight",7829,A,59,,Y,2
34475,Tetrachloroethylene,10284,A,59,,Y,2
34478,"Tetrachloroethylene, dry weight",10284,A,59,,Y,2
34480,Thallium in bottom deposits [dry wgt],4068,A,59,,Y,2
34481,"Toluene, dissolved",10161,A,59,,Y,2
34483,"Toluene, dry weight",10161,A,59,,Y,2
34485,"Trichloroethylene, dissolved",10285,A,59,,Y,2
34487,"Trichloroethylene, dry weight",10285,A,59,,Y,2
34488,Trichlorofluoromethane,10346,A,59,,Y,2
34495,"Vinyl chloride, dry weight",10282,A,59,,Y,2
34496,"1,1-Dichloroethane",10259,A,59,,Y,2
34499,"1,1-Dichloroethane, dry weight",10259,A,59,,Y,2
34501,"1,1-Dichloroethylene",10278,A,59,,Y,2
34504,"1,1-Dichloroethylene, dry weight",10278,A,59,,Y,2
34506,"1,1,1-Trichloroethane",10256,A,59,,Y,2
34509,"1,1,1-Trichloroethane, dry weight",10256,A,59,,Y,2
34511,"1,1,2-Trichloroethane",10258,A,59,,Y,2
34514,"1,1,2-Trichloroethane, dry weight",10258,A,59,,Y,2
34516,"1,1,2,2-Tetrachloroethane",10257,A,59,,Y,2
34519,"1,1,2,2-Tetrachloroethane, dry weight",10257,A,59,,Y,2
34521,Benzo[ghi]perylene,10956,A,59,,Y,2
34526,Benzo[a]anthracene,10109,A,59,,Y,2
34531,"1,2-Dichloroethane, total weight",10262,I,59,,Y,2
34534,"1,2-Dichloroethane, dry weight",10262,A,59,,Y,2
34536,"1,2-Dichlorobenzene",10133,A,59,,Y,2
34539,"1,2-Dichlorobenzene, dry weight",10133,A,59,,Y,2
34541,"1,2-Dichloropropane",10417,A,59,,Y,2
34544,"1,2-Dichloropropane, dry weight",10417,A,59,,Y,2
34546,"trans-1,2-Dichloroethylene",10280,A,59,,Y,2
34549,"1,2-trans-Dichloroethylene, dry weight",10280,A,59,,Y,2
34551,"1,2,4-Trichlorobenzene",10130,A,59,,Y,2
34554,"1,2,4-Trichlorobenzene, dry weight",10130,A,59,,Y,2
34556,"Dibenz[a,h]anthracene",10238,A,59,,Y,2
34559,"Dibenzo[a,h]anthracene, dry weight",10238,A,59,,Y,2
34561,"1,3-Dichloropropene, total weight",10031,I,59,,Y,2
34566,"1,3-Dichlorobenzene",10136,A,59,,Y,2
34569,"1,3-Dichlorobenzene, dry weight",10136,A,59,,Y,2
34571,"1,4-Dichlorobenzene",10140,A,59,,Y,2
34574,"1,4-Dichlorobenzene, dry weight",10140,A,59,,Y,2
34576,"2-Chloroethyl vinyl ether, [mixed]",11286,A,59,,Y,2
34579,"2-Chloroethyl vinyl ether, dry weight",11286,A,59,,Y,2
34581,2-Chloronaphthalene,11875,A,59,,Y,2
34586,2-Chlorophenol,10383,A,59,,Y,2
34591,2-Nitrophenol,10385,A,59,,Y,2
34596,Di-n-octyl phthalate,10009,A,59,,Y,2
34599,"Di-n-octyl phthalate, dry weight",10009,A,59,,Y,2
34601,"2,4-Dichlorophenol",12010,A,59,,Y,2
34606,"2,4-Dimethylphenol",10382,A,59,,Y,2
34611,"2,4-Dinitrotoluene",10144,A,59,,Y,2
34614,"2,4-Dinitrotoluene, dry weight",10144,A,59,,Y,2
34616,"2,4-Dinitrophenol",12011,A,59,,Y,2
34619,"2,4-Dinitrophenol, dry weight",12011,A,59,,Y,
34621,"2,4,6-Trichlorophenol",12007,A,59,,Y,2
34624,"2,4,6-Trichlorophenol, dry weight",12007,A,59,,Y,2
34626,"2,6-Dinitrotoluene",10150,A,59,,Y,2
34629,"2,6-Dinitrotoluene, dry weight",10150,A,59,,Y,2
34631,"3,3'-Dichlorobenzidine",12519,A,59,,Y,2
34634,"3,3'-Dichlorobenzidine, dry weight",12519,A,59,,Y,2
TDM6E,NOEAL Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TKF3K,TU Static 1Hr Chronic Red Sea Urchin,4677,A,49,,Y,
TKF3L,TU Static 1Hr Chronic Purple Sea Urchin,4677,A,49,,Y,
TKF3M,TU Static 1Hr Chronic Green Sea Urchin,4677,A,49,,Y,
TKF3N,TU Static 1Hr Chronic Dendraster Excent,4677,A,49,,Y,
TKG1A,TU 1Hr Fert. Test Chronic Selen Capr.,4677,A,16,,Y,
TKG1B,TU 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,
TKG3O,TU Static 48Hr Chronic Crassostrea Gigas,4677,A,49,,Y,
TKG3P,TU Static 48Hr Chronic Mytilus Edulis,4677,A,49,,Y,
TKN3H,TU Statre 96Hr Acute Pandulas Hypsinotus,4677,A,49,,Y,
TKN3I,TU Statre 96Hr Acute Pandulas Borealis,4677,A,49,,Y,
TKN3J,TU Statre 96Hr Acute Cancer Magister,4677,A,49,,Y,
TKN6G,TU Statre 96Hr Acute Orcorhynchus Gorbus,4677,A,49,,Y,
TLB1A,LF Pass/Fail Survival Test 96Hr Acute Selen. Capr,4677,A,16,,Y,
TLE1A,LF Pass/Fail Survival Test 1Hr Chronic Selen. Capr.,4677,A,16,,Y,
TLE1B,LF Pass/Fail Survival Test 1Hr Chronic L. Minor,4677,A,16,,Y,
TLF1A,"LF Pass/Fail Survival Test 48Hr Chr, 5-7 Day Rec Selen. Capr.",4677,A,16,,Y,
TLF1B,"LF Pass/Fail Survival Test 48Hr Chr, 5-7 Day Rec L. Minor",4677,A,16,,Y,
TLG1A,LF Pass/Fail Survival Test 1Hr Fert. Test Chronic Selen. Capr,4677,A,16,,Y,
TLG1B,LF Pass/Fail Survival Test 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,
TLP3B,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,,N,
TLP3E,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,,N,
TLP6A,Low Flow Pass/Fail Survival Test Static Renewal  7 Day Chronic Cyprinodeon variegatus,4677,A,55,,N,
TLP6B,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Menidia menidia,4677,A,55,,N,
TLP6C,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Pimephales promelas,4677,A,55,,N,
TMB1A,LC10 96Hr Acute Selen. Capr.,4677,A,16,,Y,
TMB1B,LC10 96Hr Acute L. Minor,4677,A,16,,Y,
TME1A,LC10 1Hr Chronic Selen. Capr,4677,A,16,,Y,
TME1B,LC10 1Hr Chronic L. Minor,4677,A,16,,Y,
TME3B,Ceriodaphnia,4677,A,16,,Y,
TME6C,Pimephales,4677,A,16,,Y,
TMF1A,"LC10 48Hr Chr, 5-7 Day Rec Selen. Capr.",4677,A,16,,Y,
TMF1B,"LC10 48Hr Chr, 5-7 Day Rec L. Minor",4677,A,16,,Y,
TMG1A,LC10 1Hr Fert. Test Chronic Selen. Capr.,4677,A,16,,Y,
TMG1B,LC10 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,
TMM3B,LC10 Statre 48Hr Acute Ceriodaphnia,4677,A,16,,Y,
TMM3C,LC10 Statre 48Hr Acute D. Magna,4677,A,16,,Y,
TMN3B,LC10 Statre 96Hr Acuceriodaphnia,4677,A,16,,Y,
TMN3E,LC10 Statre 96Hr Acumysid. Bahia,4677,A,16,,Y,
TMN6B,LC10 Statre 96Hr Acumenidia,4677,A,16,,Y,
TMN6C,LC10 Statre 96Hr Acute Pimephales,4677,A,16,,Y,
TNA3C,LC20 Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,
TNA3E,LC20 Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,
TNB1A,LC20 96Hr Acute Selen. Capr.,4677,A,16,,Y,
TNB1B,LC20 96Hr Acute L. Minor,4677,A,16,,Y,
TNB3B,LC20 Static 96Hr Acute Ceriodaphnia,4677,A,16,,Y,
TNB3E,LC20 Static 96Hr Acute Mysid. Bahia,4677,A,16,,Y,
TNB6B,LC20 Static 96Hr Acute Menidia,4677,A,16,,Y,
TNB6C,LC20 Static 96Hr Acute Pimephales,4677,A,16,,Y,
TNB6H,LC20 Static 96Hr Acute Cyprinella Leedsi,4677,A,16,,Y,
TNC1A,LC20 4Day Chronic Selen. Capr.,4677,A,16,,Y,
TNC1B,LC20 4Day Chr. L. Minor,4677,A,16,,Y,
TNE1A,LC20 1Hr Chronic Selen. Capr.,4677,A,16,,Y,
TNE1B,LC20 1Hr Chronic L. Minor,4677,A,16,,Y,
TNF1A,"LC20 48Hr Chr, 5-7 Day Rec. Selen. Capr.",4677,A,16,,Y,
TNF1B,"LC20 48Hr Chr, 5-7 Day Rec. L. Minor",4677,A,16,,Y,
TNG1A,LC20 1Hr Fert. Test Chronic Selen Capr.,4677,A,16,,Y,
TNG1B,LC20 1Hr Fert. Test Chronic L. Minor,4677,A,16,,Y,
TNN3B,LC20 Statre 96Hr Acute Ceriodaphnia,4677,A,16,,Y,
TNN3E,LC20 Statre 96Hr Acumysid Bahia,4677,A,16,,Y,
TNN6B,LC20 Statre 96Hr Acumenidia,4677,A,16,,Y,
TNN6C,LC20 Static Renewal 96Hr Acupimephales,4677,A,59,,Y,
TNN6H,LC20 Statre 96Hr Acucyprinella Leedsi,4677,A,16,,Y,
TNP3C,LC20 Statre 7Day Chrceriodaphnia,4677,A,16,,Y,
TNP3E,LC20 Statre 7Day Chrmysid. Bahia,4677,A,16,,Y,
TOM3C,NOEC Lethal Static Renewal 48HR Acute Daphnia magna,4677,A,16,N,Y,
TOM3D,NOEC Lethal Static Renewal 48HR Acute Daphnia pulex,4677,A,16,N,Y,
TOM3E,NOEC Lethal Static Renewal 48HR Acute Americamysis bahia,4677,A,16,N,Y,
TOM6A,NOEC Lethal Static Renewal 48HR Acute Cyprinodeon variegatus,4677,A,16,N,Y,
TOM6B,NOEC Lethal Static Renewal 48HR Acute Menidia menidia,4677,A,16,N,Y,
TOM6C,NOEC Lethal Static Renewal 48HR Acute Pimephales promelas,4677,A,16,N,Y,
TOP3B,NOEC Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,
TOP3E,NOEC Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,
61189,"Carbosulfan, total",11043,A,59,,Y,2
61194,"Halogen, total residual",11377,A,59,,Y,2
61209,Perchlorate [ClO4],3215,A,59,,Y,
61210,"Fats, oils & grease [total o & g less TPH]",12427,A,59,,Y,
61211,Enterococci,11237,A,22,,Y,
61216,Time of bromine addition,12411,A,126,,Y,
61217,Time of ferrous sulfate addition,12412,A,126,,Y,
61224,Diazoxon,12058,A,59,,Y,
61230,Cryptosporidium,1274,A,22,,Y,
61237,"Chlorinated hydrocarbons, total",10306,A,59,,Y,
61400,Bioassay [24 hr.],10974,A,151,,Y,
61401,Bioassay [48 hr.],10975,A,151,,Y,
61402,Bioassay [96 hr.],10976,A,151,,Y,
61406,"Toxicity, final conc toxicity units",12437,A,49,,Y,
61425,"Toxicity [acute], Ceriodaphnia dubia",4245,A,153,,Y,
61426,"Toxicity [chronic], Ceriodaphnia dubia",4245,A,153,,Y,
61427,"Toxicity [acute], Pimephales promelas [Fathead Minnow]",4245,A,153,,Y,
61428,"Toxicity [chronic], Pimephales promelas [Fathead Minnow]",4245,A,153,,Y,
61453,"Biological diversity, Shannon-Weaver index",10978,A,39,,N,
61491,"Lindane, dry weight",10228,A,59,,Y,
61503,"Lead, sludge solid",6562,A,59,,Y,2
61504,"Lead, sludge total",6562,A,59,,Y,2
61506,"Copper, sludge solid",1165,A,59,,Y,2
61507,"Copper, sludge total",1165,A,59,,Y,2
61509,"Zinc, sludge solid",6352,A,59,,Y,2
61510,"Zinc, sludge total",6352,A,59,,Y,2
61512,"Chromium, sludge solid",1012,A,59,,Y,2
61513,"Chromium, sludge total",1012,A,59,,Y,2
61515,"Nickel, sludge solid",2741,A,59,,Y,2
61516,"Nickel, sludge total",2741,A,59,,Y,2
61518,"Selenium, sludge solid",3666,A,59,,Y,2
61521,"Arsenic, sludge tot. dry wt [as As]",467,A,59,,Y,
61524,"Beryllium, sludge, tot. dry wt [as Be]",4915,A,59,,Y,
61527,"Cadmium, sludge solid",776,A,59,,Y,2
61528,"Cadmium, sludge total",776,A,59,,Y,2
61533,Nitrogen sludge solid,2817,A,59,,Y,1
61534,Nitrogen sludge total,2817,A,59,,Y,1
61536,"Nitrogen, ammonia, sludge solid",375,A,59,N,Y,1
61539,Nitrogen [as NO3] sludge solid,5713,A,59,,Y,1
61553,"Solids, total, sludge, percent",12259,A,16,,Y,
61556,"Cyanide, sludge solid",5123,A,59,,Y,2
61565,"Phenolic compounds, sludge total, dry weight",10397,A,59,,Y,2
61574,Ammonia [as N] + unionized ammonia,375,A,59,,Y,1
61575,Net rate of additionof heat,11881,A,74,,Y,
61576,Temp. diff. between intake and discharge,12371,A,76,,Y,
61577,Temp. diff. between intake and discharge,12371,A,71,,Y,
61579,Orthene,10399,A,59,,Y,2
61730,Inorganic suspended solids,12297,A,59,,Y,
61736,"Turbidity, time above limit",12454,A,125,,Y,
61916,"1,3-Diaminourea",11060,A,59,,Y,2
61938,Ultraviolet light dosage,12456,A,38,,Y,
61941,"pH, maximum",12530,A,7,,N,
61942,"pH, minimum",12531,A,7,,N,
70002,Phenylpropanolamine,10944,A,59,,Y,2
70003,Acetaminophen,10778,A,59,,Y,2
70004,Phenyltoloxamine,11243,A,59,,Y,2
70005,Chloroxazone,10709,A,59,,Y,2
70006,Chlorpheniramine,10738,A,59,,Y,2
70007,Methocarbamol,10641,A,59,,Y,2
70008,Ephedrine sulfate,10945,A,59,,Y,2
70009,Bromochloromethane,11659,A,59,,Y,2
70010,Dichlorofluoromethane,11667,A,59,,Y,2
70011,Isodecyl diphenyl phosphate,12060,A,59,,Y,2
70012,4-Chloro-3-methylphenol,12036,A,59,,Y,2
70013,"Temp. difference, summer [deg. F]",12375,A,8,,Y,
70014,"Temp. difference, winter [deg. F]",12376,A,8,,Y,
70015,"Freon, total",11095,A,59,,Y,2
70017,Hexachloropentadiene,10662,A,59,,Y,2
70018,Isoxsuprine,10947,A,59,,Y,2
70019,Hydroxyzine,11278,A,59,,Y,2
70022,"1,2,4-Trichlorobenzene, total",10130,A,59,,Y,2
70023,Chromium hexavalent [as Cr],10214,A,77,,Y,
70024,"Solids, large fraction, suspended",12237,A,65,,Y,
70025,"Solids, small fraction, suspended",12239,A,65,,Y,
70026,"BOD, 5-day, total",10178,A,80,,Y,
70027,"COD, 25N K2Cr207, tot",11074,A,77,,Y,
70028,"Chromium, total [as Cr]",1012,A,77,,Y,
70029,"Phenolic compounds, total",10397,A,59,N,Y,2
70030,"Oil & grease, total recoverable",10364,A,77,,Y,
70031,"Solids, total suspended",10486,I,77,,Y,
70226,Current direction deg from true north,11119,A,81,,N,
TDM6C,Noael Statre 48Hr Acute Pimephales,4677,A,16,,Y,
TDN1A,Noael Statre 96Hr Acute Selen. Capr.,4677,A,16,,Y,
TDN1B,Noael Statre 96Hr Acute L. Minor,4677,A,16,,Y,
TDN1C,Noael Statre 96Hr Acu. Champia,4677,A,16,,Y,
TDN3A,Noael Statre 96Hr Acute Arbacia,4677,A,16,,Y,
TDN3B,Noael Statre 96Hr Acute Ceriodaphnia,4677,A,16,,Y,
TDN3C,Noael Statre 96Hr Acute D. Magna,4677,A,16,,Y,
TDN3D,Noael Statre 96Hr Acute D. Pulex,4677,A,16,,Y,
TDN3E,Noael Statre 96Hr Acute Mysid. Bahia,4677,A,16,,Y,
TDN6A,Noael Statre 96Hr Acute Cyprinodon,4677,A,16,,Y,
TDN6B,Noael Statre 96Hr Acute Menidia,4677,A,16,,Y,
TDN6C,Noael Statre 96Hr Acute Pimephales,4677,A,16,,Y,
TDN6E,Noael Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TDO1A,Noael Statre 4Day Chronic Selen. Capr.,4677,A,16,,Y,
TDO1B,Noael Statre 4Day Chronic L. Minor,4677,A,16,,Y,
TDO1C,Noael Statre 4Day Chronic Champia,4677,A,16,,Y,
TDO3A,Noael Statre 4Day Chronic Arbacia,4677,A,16,,Y,
TDO3B,Noael Statre 4Day Chronic Ceriodaphnia,4677,A,16,,Y,
TDO3C,Noael Statre 4Day Chronic D. Magna,4677,A,16,,Y,
TDO3D,Noael Statre 4Day Chronic D. Pulex,4677,A,16,,Y,
TDO3E,Noael Statre 4Day Chronic Mysid. Bahia,4677,A,16,,Y,
TDO6A,Noael Statre 4Day Chronic Cyprinodon,4677,A,16,,Y,
TDO6B,Noael Statre 4Day Chronic Menidia,4677,A,16,,Y,
TDO6C,Noael Statre 4Day Chronic Pimephales,4677,A,16,,Y,
TDO6E,Noael Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TDP1A,Noael Statre 7Day Chronic Selen. Capr.,4677,A,16,,Y,
TDP1B,Noael Statre 7Day Chronic L. Minor,4677,A,16,,Y,
TDP1C,Noael Statre 7Day Chronic Champia,4677,A,16,,Y,
TDP3A,Noael Statre 7Day Chronic Arbacia,4677,A,16,,Y,
TDP3B,Noael Statre 7Day Chronic Ceriodaphnia,4677,A,16,,Y,
TDP3C,Noael Statre 7Day Chronic D. Magna,4677,A,16,,Y,
TDP3D,Noael Statre 7Day Chronic D. Pulex,4677,A,16,,Y,
TDP3E,Noael Statre 7Day Chronic Mysid. Bahia,4677,A,16,,Y,
TDP6A,Noael Statre 7Day Chronic Cyprinodon,4677,A,16,,Y,
TDP6B,Noael Statre 7Day Chronic Menidia,4677,A,16,,Y,
TDP6C,Noael Statre 7Day Chronic Pimephales,4677,A,16,,Y,
TDP6E,Noael Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TDW6E,Noael Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TDX6E,Noael Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TDY6E,Noael Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TDZ6E,Noael Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TEA6E,Low Flow Pass/Fail Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TEB6E,LF Pass/Fail Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TEC6E,LF Pass/Fail Static 4Day Chronic Lepomis Macrochirus,4677,A,16,,Y,
TED6E,LF Pass/Fail Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,
TEE3D,Low Flow Pass/Fail Static 1Hr Chronic Daphnia pulex,4677,A,55,,N,
TEE6C,Low Flow Pass/Fail Static 1Hr Chronic Pimephales promelas,4677,A,55,,N,
TEE6E,Low Flow Pass/Fail Static 1 Hr Chronic Lepomis macrochirus,4677,A,16,,Y,
TEI3B,Low Flow Pass/Fail Static 24Hr Acute Ceriodaphnia Dubia,4677,A,55,,N,
TEI3E,LF Pass/Fail Statre 7Day Chronic Mysid. Bahia,4677,A,55,,N,
TEI6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon,4677,A,55,,N,
TEI6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,
TEM3C,LF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,A,55,,N,
TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,4677,A,55,,N,
TEM3E,LF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,A,55,,N,
TEM6A,LF Pass/Fail Statre 48Hr Acute Cyprinodon Variega,4677,A,55,,N,
TEM6B,Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia menidia,4677,A,55,,N,
TEM6C,LF Pass/Fail Statre 48Hr Acute Pimephales Promela,4677,A,55,,N,
TEM6E,Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TEN6E,LF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TEO3E,LF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,A,55,,N,
TEO6A,LF Pass/Fail Statre 7Day Chronic Cyprinodon Variega,4677,A,55,,N,
TEO6E,LF Pass/Fail Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TEP3B,Low Flow Pass/Fail Static Renewal 7Day Chronic Ceriodaphnia Dubia,4677,A,55,,N,
TEP6C,LF Pass/Fail Statre 7Day Chronic Pimephales,4677,A,55,,N,
TEP6E,LF Pass/Fail Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,
TEW6E,LF Pass/Fail Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TEX6E,LF Pass/Fail Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,
78938,Isopropylidine dioxyphenol,10659,A,59,,Y,2
TFM3C,HLF Pass/Fail Statre 48Hr Acute Daphnia Magna,4677,A,55,,N,
TFM3D,HLF Pass/Fail Statre 48Hr Acute Daphnia Pulex,4677,A,55,,N,
TFM3E,HLF Pass/Fail Statre 48Hr Acute Mysidopis Bahia,4677,A,55,,N,
TFM6A,HLF Pass/Fail Statre 48Hr Acute Cyprinodon Varie,4677,A,55,,N,
TFM6C,HLF Pass/Fail Statre 48Hr Acute Pimephales Prome,4677,A,55,,N,
TFM6E,Half Low Flow Pass/Fail Static Renewal 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,
TFN6E,HLF Pass/Fail Statre 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,
TFO3E,HLF Pass/Fail Statre 7Day Chronic Mysidopsis Bahia,4677,A,55,,N,
TFO6A,HLF Pass/Fail Statre 7Day Chronic Cyprinodon Varie,4677,A,55,,N,
