GLOBAL ID,REPORTING YEAR,FACILITY PLACE ID,SITE NAME,SITE TYPE,LEAD AGENCY,FAC PRODUCE REC WATER,SOLELY REC TREAT,FACILITY TYPE,SUBMIT DATE,LATITUDE,LONGITUDE
WDR100030395,2022,234123,June Lake PUD STP,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,WWTP,1/12/2023,37.875698,-119.092331
WDR100031419,2019,232625,Inyokern CSD WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,WWTP,6/4/2020,35.66359,-117.81366
WDR100031419,2020,232625,Inyokern CSD WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,WWTP,1/19/2021,35.66359,-117.81366
WDR100031419,2021,232625,Inyokern CSD WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,WWTP,1/10/2022,35.66359,-117.81366
WDR100031419,2022,232625,Inyokern CSD WTF,* WDR Site,LAHONTAN RWQCB (REGION 6V),N,NaN,WWTP,1/13/2023,35.66359,-117.81366
WDR100033535,2020,241264,Montague STP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,WWTP RW,7/29/2021,41.73401,-122.53957
WDR100033535,2021,241264,Montague STP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,WWTP RW,4/14/2022,41.73401,-122.53957
WDR100033535,2022,241264,Montague STP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,WWTP RW,4/19/2023,41.73401,-122.53957
WDR100036522,2019,271945,Weed WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,WWTP RW,11/2/2020,41.43869,-122.40343
WDR100036522,2021,271945,Weed WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,WWTP RW,3/31/2022,41.43869,-122.40343
WDR100036522,2020,271945,Weed WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,WWTP RW,2/23/2021,41.43869,-122.40343
WDR100036522,2022,271945,Weed WWTP,* WDR Site,NORTH COAST RWQCB (REGION 1),Y,N,WWTP RW,4/20/2023,41.43869,-122.40343
WDR100029584,2019,213313,Carneros Inn WWTP & Recycled Water,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,WWTP RW,10/13/2020,38.257737,-122.303481
WDR100029584,2020,213313,Carneros Inn WWTP & Recycled Water,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,WWTP RW,2/25/2021,38.257737,-122.303481
WDR100029584,2021,213313,Carneros Inn WWTP & Recycled Water,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,WWTP RW,4/5/2022,38.257737,-122.303481
WDR100029584,2022,213313,Carneros Inn WWTP & Recycled Water,* WDR Site,SAN FRANCISCO BAY RWQCB (REGION 2),Y,N,WWTP RW,3/20/2023,38.257737,-122.303481
WDR100031582,2019,228104,Guadalupe WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,WWTP RW,4/22/2020,34.96174,-120.5899
WDR100031582,2021,228104,Guadalupe WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,WWTP RW,1/10/2022,34.96174,-120.5899
WDR100031582,2020,228104,Guadalupe WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,WWTP RW,2/11/2021,34.96174,-120.5899
WDR100031582,2022,228104,Guadalupe WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),Y,N,WWTP RW,2/7/2023,34.96174,-120.5899
WDR100030112,2019,237395,Los Alamos WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,6/19/2020,34.75348,-120.29377
WDR100030112,2020,237395,Los Alamos WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,10/19/2021,34.75348,-120.29377
WDR100030112,2021,237395,Los Alamos WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,3/8/2022,34.75348,-120.29377
WDR100030112,2022,237395,Los Alamos WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,3/8/2023,34.75348,-120.29377
WDR100027900,2019,259181,Big Bear WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,3/19/2020,34.26563,-116.81496
WDR100027900,2021,259181,Big Bear WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,3/15/2022,34.26563,-116.81496
WDR100027900,2020,259181,Big Bear WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),Y,N,WWTP RW,2/12/2021,34.26563,-116.81496
WDR100027900,2022,259181,Big Bear WWRF,* WDR Site,SANTA ANA RWQCB (REGION 8),N,NaN,WWTP,3/10/2023,34.26563,-116.81496
WDR100032021,2019,227602,Gonzales WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,6/30/2020,36.48957,-121.47298
WDR100032021,2020,227602,Gonzales WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,4/30/2021,36.48957,-121.47298
WDR100032021,2021,227602,Gonzales WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,1/11/2022,36.48957,-121.47298
WDR100032021,2022,227602,Gonzales WWTP,* WDR Site,CENTRAL COAST RWQCB (REGION 3),N,NaN,WWTP,4/6/2023,36.48957,-121.47298
WDR100027223,2019,209847,Blythe Regional WW Reclamation Facilities,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,WWTP,4/8/2021,33.587905,-114.59634
WDR100027223,2020,209847,Blythe Regional WW Reclamation Facilities,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,WWTP,4/8/2021,33.587905,-114.59634
WDR100027223,2021,209847,Blythe Regional WW Reclamation Facilities,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,WWTP,1/10/2022,33.587905,-114.59634
WDR100027223,2022,209847,Blythe Regional WW Reclamation Facilities,* WDR Site,COLORADO RIVER BASIN RWQCB (REGION 7),N,NaN,WWTP,2/15/2023,33.587905,-114.59634
WDR100034388,2019,638757,Spalding Tract Sewer System,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,12/10/2020,40.68568,-120.79955
WDR100034388,2020,638757,Spalding Tract Sewer System,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,1/14/2021,40.68568,-120.79955
WDR100034388,2021,638757,Spalding Tract Sewer System,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,1/8/2022,40.68568,-120.79955
WDR100034388,2022,638757,Spalding Tract Sewer System,* WDR Site,LAHONTAN RWQCB (REGION 6T),N,NaN,WWTP,1/11/2023,40.68568,-120.79955
WDR100039533,2019,236190,Lake California WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,WWTP RW,3/16/2020,40.33475,-122.21147
WDR100039533,2021,236190,Lake California WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,WWTP RW,1/6/2022,40.33475,-122.21147
WDR100039533,2020,236190,Lake California WWTP,* WDR Site,CENTRAL VALLEY RWQCB (REGION 5R),Y,N,WWTP RW,2/16/2021,40.33475,-122.21147
