CWNS_ID,DUMMY_ID,FACILITY_NAME,PERMIT_NUMBER,TOTAL_RES_POPULATION_2022,FACILITY_TYPE,CURRENT_DESIGN_FLOW,COUNTY_NAME,STATE_CODE,LATITUDE,LONGITUDE,CITY
49000238001,49000238001t1,HENEFER (Treatment Plant),['UT0020192'],994.0,Treatment Plant,0.15,Summit,UT,41.0302,-111.5069,Henefer
49000238001,49000238001t0,HENEFER (Collection: Separate Sewers),['UT0020192'],994.0,Collection: Separate Sewers,0.15,Summit,UT,41.0302,-111.5069,Henefer
16000020001,16000020001,CHUBBUCK COLLECTION SYSTEM,,14995.0,Collection: Separate Sewers,,Bannock,ID,42.915326,-112.51545,Pocatello
1000000113,1000000113,Troy (New WWTP),,0.0,Treatment Plant,0.0,Pike,AL,31.757364,-85.985688,Troy
1000000114,1000000114,Troy Wastewater Collection System,,19500.0,Collection: Separate Sewers,,Pike,AL,31.808582,-85.971451,Troy
22000000178,22000000178,Webster Parish Decentralized WW,,6674.2,Onsite Wastewater Treatment System,,Webster,LA,32.614508,-93.279419,
1000177001,1000177001t1,TUSCUMBIA WWTP (Treatment Plant),['AL0057100'],9054.0,Treatment Plant,1.62,Colbert,AL,34.7317,-87.7136,Tuscumbia
1000177001,1000177001t0,TUSCUMBIA WWTP (Collection: Separate Sewers),['AL0057100'],9054.0,Collection: Separate Sewers,1.62,Colbert,AL,34.7317,-87.7136,Tuscumbia
29000000164,29000000164,Fort Leonard Wood Phase II MS4,['MOR040088'],,Phase II MS4,,,MO,37.770585,-92.097331,Huson
29000000184,29000000184,Cottleville Phase II MS4,['MOR04C066'],,Phase II MS4,,,MO,38.751987,-90.663527,Bynum
29000000186,29000000186,Duquesne Phase II MS4,['MOR04C057'],,Phase II MS4,,,MO,37.087224,-94.460277,Valier
29000000192,29000000192,Oak Grove Phase II MS4,['MOR040115'],,Phase II MS4,,,MO,39.00377,-94.12924,Dudley
29000000196,29000000196,Pleasant Valley Phase II MS4,['MOR04C032'],,Phase II MS4,,,MO,39.216486,-94.484167,Glenville
8000000044,8000000044t0,Roaring Fork water and Sanitation District (Collection: Separate Sewers),,2206.0,Collection: Separate Sewers,0.107,,CO,39.451944,-107.268889,Carbondale
8000000044,8000000044t1,Roaring Fork water and Sanitation District (Treatment Plant),,2206.0,Treatment Plant,0.107,,CO,39.451944,-107.268889,Carbondale
36003169008,36003169008t1,Westchester (Co) Peekskill SD STP (Collection: Interceptor Sewers),['NY0100803'],48428.0,Collection: Interceptor Sewers,10.0,Westchester,NY,41.300056,-73.929583,Peekskill
36003169008,36003169008,Westchester (Co) Peekskill SD STP,['NY0100803'],48428.0,Collection: Pump Stations,10.0,Westchester,NY,41.300056,-73.929583,Peekskill
36003169008,36003169008t2,Westchester (Co) Peekskill SD STP (Treatment Plant),['NY0100803'],48428.0,Treatment Plant,10.0,Westchester,NY,41.300056,-73.929583,Peekskill
36003169008,36003169008t0,Westchester (Co) Peekskill SD STP (Collection: Separate Sewers),['NY0100803'],48428.0,Collection: Separate Sewers,10.0,Westchester,NY,41.300056,-73.929583,Peekskill
29002106001,29002106001,Carterville C.S.,['MO0040185'],2157.0,Collection: Separate Sewers,,Jasper,MO,37.176559,-94.480389,Webb City
19000000814,19000000814,LAKE OF THE HILLS RESTORATION SSA,,,Hydromodification,,Scott,IA,41.521383,-90.677719,Davenport
19000000818,19000000818,SILVER LAKE RESTORATION SSA,,,Hydromodification,,Dickinson,IA,43.441827,-95.337639,Lake Park
36000000365,36000000365,Barcalo Buffalo LLC Green Infrastructure,,,Unregulated Community Stormwater,,Erie,NY,42.8677284,-78.8656253,Chenango Bridge
29002002001,29002002001t1,Maitland WWTP (Treatment Plant),['MO0032174'],250.0,Treatment Plant,0.032,Nodaway,MO,40.2058,-95.0697,Maitland
29002002001,29002002001t0,Maitland WWTP (Collection: Separate Sewers),['MO0032174'],250.0,Collection: Separate Sewers,0.032,Nodaway,MO,40.2058,-95.0697,Maitland
30000000013,30000000013,Missoula Stormwater Southside,,,Phase I MS4,,Missoula,MT,46.837415,-114.002037,Coleharbor
30000000015,30000000015t0,West Yellowstone WWTP (Collection: Separate Sewers),['MTX000244'],1272.0,Collection: Separate Sewers,0.13,Gallatin,MT,44.668722,-111.129056,West Yellowstone
30000000015,30000000015t1,West Yellowstone WWTP (Treatment Plant),['MTX000244'],1272.0,Treatment Plant,0.13,Gallatin,MT,44.668722,-111.129056,West Yellowstone
16000159001,16000159001t0,BANCROFT SEWAGE LAGOON (Collection: Separate Sewers),,299.0,Collection: Separate Sewers,0.048,,ID,42.7208,-111.8932,Bancroft
16000159001,16000159001t1,BANCROFT SEWAGE LAGOON (Treatment Plant),,299.0,Treatment Plant,0.048,,ID,42.7208,-111.8932,Bancroft
36000000378,36000000378,Poughkeepsie (C) Stormwater,"['NYR20A052', 'NYR20A358']",,Phase II MS4,,Dutchess,NY,41.707647,-73.923545,Ogdensburg
53000000019,53000000019,CRESCENT BAR WWTF,['WA0991013'],325.0,Collection: Pump Stations,0.033,,WA,47.21524,-119.99453,Quincy
53000000019,53000000019t1,CRESCENT BAR WWTF (Treatment Plant),['WA0991013'],325.0,Treatment Plant,0.033,,WA,47.21524,-119.99453,Quincy
53000000019,53000000019t0,CRESCENT BAR WWTF (Collection: Separate Sewers),['WA0991013'],325.0,Collection: Separate Sewers,0.033,,WA,47.21524,-119.99453,Quincy
53000000020,53000000020t3,HOLMES HARBOR SEWER DISTRICT WRF (Water Reuse),['ST0007373'],1000.0,Water Reuse,0.04,,WA,48.02942,-122.55117,Freeland
53000000020,53000000020t1,HOLMES HARBOR SEWER DISTRICT WRF (Biosolids Handling Facility),['ST0007373'],1000.0,Biosolids Handling Facility,0.04,,WA,48.02942,-122.55117,Freeland
53000000020,53000000020t2,HOLMES HARBOR SEWER DISTRICT WRF (Treatment Plant),['ST0007373'],1000.0,Treatment Plant,0.04,,WA,48.02942,-122.55117,Freeland
53000000020,53000000020t0,HOLMES HARBOR SEWER DISTRICT WRF (Collection: Separate Sewers),['ST0007373'],1000.0,Collection: Separate Sewers,0.04,,WA,48.02942,-122.55117,Freeland
53000000022,53000000022t1,Lewis Co SD #6 WWTP (Treatment Plant),['WA0037141'],400.0,Treatment Plant,0.08,,WA,46.502285,-122.574793,Mossyrock
53000000022,53000000022t0,Lewis Co SD #6 WWTP (Collection: Separate Sewers),['WA0037141'],400.0,Collection: Separate Sewers,0.08,,WA,46.502285,-122.574793,Mossyrock
47000175001,47000175001t0,BROWNSVILLE STP (Collection: Separate Sewers),['TN0062367'],9497.0,Collection: Separate Sewers,2.03,Haywood,TN,35.5844,-89.2696,Brownsville
47000175001,47000175001t1,BROWNSVILLE STP (Treatment Plant),['TN0062367'],9497.0,Treatment Plant,2.03,Haywood,TN,35.5844,-89.2696,Brownsville
47000000014,47000000014,Friendsville,['SOP-19024'],1050.0,Collection: Separate Sewers,,Blount,TN,35.7608,-84.1341,Friendsville
1000000137,1000000137t0,DESOTO STATE PARK (Collection: Separate Sewers),['AL0046701'],175.0,Collection: Separate Sewers,0.06,DeKalb,AL,34.4988,-85.6171,Fort Payne
1000000137,1000000137t1,DESOTO STATE PARK (Treatment Plant),['AL0046701'],175.0,Treatment Plant,0.06,DeKalb,AL,34.4988,-85.6171,Fort Payne
17000000056,17000000056,NEW MILFORD SEWAGE SYSTEM,,851.0,Collection: Separate Sewers,,,IL,42.179688,-89.057236,Rockford
36000000415,36000000415,Cohoes (C) Stormwater,['NYR20A243'],,Phase II MS4,,Albany,NY,42.781525287,-73.71173742,Cossayuna
18000000035,18000000035,Tippecanoe & Chapman Lakes RSD,,0.0,Collection: Separate Sewers,,Kosciusko,IN,41.327917,-85.706111,North Webster
45000000084,45000000084,City of Greenville Stormwater,,,Phase II MS4,,Greenville,SC,34.8483512,-82.4005649,Chappell Hill
17000147001,17000147001t1,"LOCKPORT, BONNIE BRAE STP (NORTH BASIN) (Treatment Plant)",['IL0021261'],8025.0,Treatment Plant,2.26,Will,IL,41.5985,-88.0406,Lockport
17000147001,17000147001t0,"LOCKPORT, BONNIE BRAE STP (NORTH BASIN) (Collection: Separate Sewers)",['IL0021261'],8025.0,Collection: Separate Sewers,2.26,Will,IL,41.5985,-88.0406,Lockport
17000147001,17000147001,"LOCKPORT, BONNIE BRAE STP (NORTH BASIN)",['IL0021261'],8025.0,Collection: Pump Stations,2.26,Will,IL,41.5985,-88.0406,Lockport
22009071001,22009071001t0,NEW ORLEANS EAST BANK (Collection: Separate Sewers),['LA0038091'],307020.0,Collection: Separate Sewers,122.0,St. Bernard,LA,29.9767,-89.9972,New Orleans
22009071001,22009071001,NEW ORLEANS EAST BANK,['LA0038091'],307020.0,Collection: Pump Stations,122.0,St. Bernard,LA,29.9767,-89.9972,New Orleans
22009071001,22009071001t1,NEW ORLEANS EAST BANK (Treatment Plant),['LA0038091'],307020.0,Treatment Plant,122.0,St. Bernard,LA,29.9767,-89.9972,New Orleans
22009071001,22009071001t2,NEW ORLEANS EAST BANK (Biosolids Handling Facility),['LA0038091'],307020.0,Biosolids Handling Facility,122.0,St. Bernard,LA,29.9767,-89.9972,New Orleans
17000080001,17000080001t0,DIXON SEWAGE TREATMENT (Collection: Separate Sewers),['IL0026450'],15165.0,Collection: Separate Sewers,4.5,Lee,IL,41.8359,-89.5103,Dixon
17000080001,17000080001t2,DIXON SEWAGE TREATMENT (Treatment Plant),['IL0026450'],15165.0,Treatment Plant,4.5,Lee,IL,41.8359,-89.5103,Dixon
17000080001,17000080001t1,DIXON SEWAGE TREATMENT (Collection: Combined Sewers),['IL0026450'],15165.0,Collection: Combined Sewers,4.5,Lee,IL,41.8359,-89.5103,Dixon
13000000473,13000000473,Uptown Columbus CSO,['GA0036838'],0.0,Treatment Plant,0.0,Muscogee,GA,32.445889,-84.982028,Columbus
41000000110,41000000110t1,Terrebonne STP (Treatment Plant),,0.0,Treatment Plant,0.0,Crook,OR,44.351473,-121.178255,Terrebonne
41000000110,41000000110t0,Terrebonne STP (Collection: Separate Sewers),,0.0,Collection: Separate Sewers,0.0,Crook,OR,44.351473,-121.178255,Terrebonne
6005147001,6005147001,Midway Collection System,['2006-0003-DWQ'],92700.0,Collection: Separate Sewers,,Orange,CA,33.7525712,-117.9944085,Westminster
6000000169,6000000169,San Francisco Estuary,,,Estuary Management,,Alameda,CA,37.787882,-122.391456,
29004099001,29004099001t0,Greenfield West WWTP (Sharp) (Collection: Separate Sewers),['MO0055590'],1280.0,Collection: Separate Sewers,0.13,Dade,MO,37.422875,-93.860053,Greenfield
29004099001,29004099001t1,Greenfield West WWTP (Sharp) (Treatment Plant),['MO0055590'],1280.0,Treatment Plant,0.13,Dade,MO,37.422875,-93.860053,Greenfield
27000003001,27000003001t1,ALBERT LEA WWTP (Treatment Plant),['MN0041092'],19344.0,Treatment Plant,18.38,Freeborn,MN,43.6058976,-93.30197628,Albert Lea
27000003001,27000003001t2,ALBERT LEA WWTP (Biosolids Handling Facility),['MN0041092'],19344.0,Biosolids Handling Facility,18.38,Freeborn,MN,43.6058976,-93.30197628,Albert Lea
27000003001,27000003001,ALBERT LEA WWTP,['MN0041092'],19344.0,Collection: Pump Stations,18.38,Freeborn,MN,43.6058976,-93.30197628,Albert Lea
27000003001,27000003001t0,ALBERT LEA WWTP (Collection: Separate Sewers),['MN0041092'],19344.0,Collection: Separate Sewers,18.38,Freeborn,MN,43.6058976,-93.30197628,Albert Lea
54000000034,54000000034,Big Sandy HUC,,,Hydromodification,,Wayne,WV,38.28805,-82.568092,
54000000061,54000000061,Upper New HUC,,,Hydromodification,,Mercer,WV,37.409437,-80.90332,
27000286001,27000286001,COLD SPRING WWTP,['MN0023094'],6445.0,Collection: Pump Stations,1.56,Stearns,MN,45.45934541,-94.41676212,Cold Spring
27000286001,27000286001t1,COLD SPRING WWTP (Biosolids Handling Facility),['MN0023094'],6445.0,Biosolids Handling Facility,1.56,Stearns,MN,45.45934541,-94.41676212,Cold Spring
27000286001,27000286001t2,COLD SPRING WWTP (Treatment Plant),['MN0023094'],6445.0,Treatment Plant,1.56,Stearns,MN,45.45934541,-94.41676212,Cold Spring
27000286001,27000286001t0,COLD SPRING WWTP (Collection: Separate Sewers),['MN0023094'],6445.0,Collection: Separate Sewers,1.56,Stearns,MN,45.45934541,-94.41676212,Cold Spring
27000233001,27000233001,COTTONWOOD WWTP,['MNG580010'],1231.0,Collection: Pump Stations,0.138,Lyon,MN,44.61294515,-95.65489109,Cottonwood
27000233001,27000233001t0,COTTONWOOD WWTP (Collection: Separate Sewers),['MNG580010'],1231.0,Collection: Separate Sewers,0.138,Lyon,MN,44.61294515,-95.65489109,Cottonwood
27000233001,27000233001t1,COTTONWOOD WWTP (Treatment Plant),['MNG580010'],1231.0,Treatment Plant,0.138,Lyon,MN,44.61294515,-95.65489109,Cottonwood
37005113001,37005113001t0,SMITHFIELD REG WWTP (Collection: Separate Sewers),['NC0030716'],54426.0,Collection: Separate Sewers,4.99,Johnston,NC,35.500861,-78.371761,Smithfield
37005113001,37005113001t2,SMITHFIELD REG WWTP (Water Reuse),['NC0030716'],54426.0,Water Reuse,4.99,Johnston,NC,35.500861,-78.371761,Smithfield
37005113001,37005113001t1,SMITHFIELD REG WWTP (Treatment Plant),['NC0030716'],54426.0,Treatment Plant,4.99,Johnston,NC,35.500861,-78.371761,Smithfield
17000654001,17000654001t0,AURORA COLLECTION SYSTEM (Collection: Separate Sewers),['IL0048518'],196383.0,Collection: Separate Sewers,,Kane,IL,41.7565,-88.3147,Aurora
17000654001,17000654001,AURORA COLLECTION SYSTEM,['IL0048518'],196383.0,Collection: Pump Stations,,Kane,IL,41.7565,-88.3147,Aurora
17000654001,17000654001t1,AURORA COLLECTION SYSTEM (Collection: Combined Sewers),['IL0048518'],196383.0,Collection: Combined Sewers,,Kane,IL,41.7565,-88.3147,Aurora
1000535001,1000535001t0,SYCAMORE WWTP (Collection: Separate Sewers),['AL0061573'],630.0,Collection: Separate Sewers,0.043,Talladega,AL,33.245,-86.1975,Sycamore
1000535001,1000535001t1,SYCAMORE WWTP (Treatment Plant),['AL0061573'],630.0,Treatment Plant,0.043,Talladega,AL,33.245,-86.1975,Sycamore
13000000400,13000000400,Decentralized - Public Health District 7 - New Permits Part 2,,0.0,Onsite Wastewater Treatment System,,Sumter,GA,32.421703,-84.924316,Milo
22000000148,22000000148,Lafourche Parish Decentralized WW,,45754.8,Onsite Wastewater Treatment System,,Lafourche,LA,29.794176,-90.829468,
13000000402,13000000402,Decentralized - Public Health District 1-1 - Replacements,,394763.2,Onsite Wastewater Treatment System,,Floyd,GA,34.243737,-85.16696,Ashton
22000000153,22000000153,Natchitoches Parish Decentralized WW,,14645.8,Onsite Wastewater Treatment System,,Natchitoches,LA,31.765537,-92.985535,
1200100015,1200100015,SYLACAUGA J EARL HAM WWTP,['AL0020001'],11949.0,Treatment Plant,4.8,Talladega,AL,33.190263,-86.27153,Sylacauga
16000113001,16000113001t0,NEW PLYMOUTH SEWAGE LAGOON (Collection: Separate Sewers),['ID0020389'],1493.0,Collection: Separate Sewers,0.6,Payette,ID,43.985852,-116.804978,New Plymouth
16000113001,16000113001t1,NEW PLYMOUTH SEWAGE LAGOON (Treatment Plant),['ID0020389'],1493.0,Treatment Plant,0.6,Payette,ID,43.985852,-116.804978,New Plymouth
13000000408,13000000408,Decentralized - Public Health District 3-3 - Replacements,,42502.2,Onsite Wastewater Treatment System,,Clayton,GA,33.532237,-84.325562,Saint Lucas
13000000413,13000000413,Decentralized - Public Health District 5-2 - Replacements,,285711.4,Onsite Wastewater Treatment System,,Bibb,GA,32.839483,-83.628831,Stanhope
1000000115,1000000115t1,Vredenburgh Lagoon & Wetland (Treatment Plant),,222.0,Treatment Plant,0.05,Monroe,AL,31.816897,-87.31513,Vredenburgh
1000000115,1000000115t0,Vredenburgh Lagoon & Wetland (Collection: Separate Sewers),,222.0,Collection: Separate Sewers,0.05,Monroe,AL,31.816897,-87.31513,Vredenburgh
13000000429,13000000429,Clear Creek CSCF,['GA0038644'],27640.0,Collection: Combined Sewers,,Fulton,GA,33.789897,-84.369743,Atlanta
1000000120,1000000120t1,Hammondville On-Site Wastewater System (Treatment Plant),,0.0,Treatment Plant,0.0,DeKalb,AL,34.591672,-85.635166,Valley Head
1000000120,1000000120t0,Hammondville On-Site Wastewater System (Collection: Separate Sewers),,0.0,Collection: Separate Sewers,0.0,DeKalb,AL,34.591672,-85.635166,Valley Head
29002119001,29002119001,Center Creek WWTP,['MO0040185'],16672.0,Treatment Plant,3.2,Jasper,MO,37.176559,-94.480389,Webb City
19000000064,19000000064,Cedar County Decentralized,,2620.8,Onsite Wastewater Treatment System,,Cedar,IA,41.69788,-91.189507,
19000000077,19000000077,Page County Decentralized,,2157.12,Onsite Wastewater Treatment System,,Page,IA,40.73853,-95.04001,
19000000109,19000000109,Palo Alto County Decentralized,,1270.08,Onsite Wastewater Treatment System,,Palo Alto,IA,43.109657,-94.681809,
19000000114,19000000114,Monroe County Decentralized,,1101.24,Onsite Wastewater Treatment System,,Monroe,IA,41.025802,-92.805283,
19000000120,19000000120,Pocahontas County Decentralized,,955.08,Onsite Wastewater Treatment System,,Pocahontas,IA,42.736906,-94.668949,
8000000099,8000000099t2,"Ault, Town of (Biosolids Handling Facility)",['COG589140'],1920.0,Biosolids Handling Facility,0.15,Weld,CO,40.57758,-104.734758,Ault
8000000099,8000000099t3,"Ault, Town of (Treatment Plant)",['COG589140'],1920.0,Treatment Plant,0.15,Weld,CO,40.57758,-104.734758,Ault
8000000099,8000000099t1,"Ault, Town of (Collection: Interceptor Sewers)",['COG589140'],1920.0,Collection: Interceptor Sewers,0.15,Weld,CO,40.57758,-104.734758,Ault
8000000099,8000000099t0,"Ault, Town of (Collection: Separate Sewers)",['COG589140'],1920.0,Collection: Separate Sewers,0.15,Weld,CO,40.57758,-104.734758,Ault
8000247001,8000247001t1,"Collbran, Town of (Treatment Plant)",['CO0040487'],370.0,Treatment Plant,0.192,Mesa,CO,39.239167,-107.990278,Collbran
8000247001,8000247001t0,"Collbran, Town of (Collection: Separate Sewers)",['CO0040487'],370.0,Collection: Separate Sewers,0.192,Mesa,CO,39.239167,-107.990278,Collbran
16000040001,16000040001t1,WORLEY S/T FACILITY (Treatment Plant),['ID0022713'],256.0,Treatment Plant,0.227,Kootenai,ID,47.4059,-116.9187,Worley
16000040001,16000040001t0,WORLEY S/T FACILITY (Collection: Separate Sewers),['ID0022713'],256.0,Collection: Separate Sewers,0.227,Kootenai,ID,47.4059,-116.9187,Worley
36004049001,36004049001t1,Sharon Springs (V) WWTP (Treatment Plant),['NY0033588'],563.0,Treatment Plant,0.43,Schoharie,NY,42.802306,-74.6125,Sharon Springs
36004049001,36004049001t0,Sharon Springs (V) WWTP (Collection: Separate Sewers),['NY0033588'],563.0,Collection: Separate Sewers,0.43,Schoharie,NY,42.802306,-74.6125,Sharon Springs
13000000458,13000000458,Palmetto,['GAS000128'],,Phase I MS4,,Fulton,GA,33.51811,-84.67025,Waucoma
22000000193,22000000193,Atchafalaya River Diversion,,,Estuary Management,,Terrebonne,LA,29.580026,-91.20369,Patterson
8000000164,8000000164,Highland Park Sanitation District Storm,,,Unregulated Community Stormwater,,Logan,CO,40.620662977,-103.2427766,Sterling
8000000165,8000000165,Holly Hills Water and Sanitation District,,3000.0,Collection: Separate Sewers,,Denver,CO,39.667555408,-104.920659,Denver
8000000166,8000000166,Hot Sulphur SPR.,,,Unregulated Community Stormwater,,Grand,CO,40.0749,-106.0947,Grandin
22003017001,22003017001t0,SORRENTO STP (Collection: Separate Sewers),['LAG570047'],795.0,Collection: Separate Sewers,0.1,Ascension,LA,30.1789,-90.86,Sorrento
22003017001,22003017001,SORRENTO STP,['LAG570047'],795.0,Collection: Pump Stations,0.1,Ascension,LA,30.1789,-90.86,Sorrento
22003017001,22003017001t1,SORRENTO STP (Treatment Plant),['LAG570047'],795.0,Treatment Plant,0.1,Ascension,LA,30.1789,-90.86,Sorrento
6000000144,6000000144,City of Sausalito,['2006-0003-DWQ'],,Phase II MS4,,,CA,37.8435212,-122.4771372,Wolcott
34003057001,34003057001t0,Long Branch City SA - CS/STP (Collection: Separate Sewers),"['NJ0024783', 'NJG0198013']",30210.0,Collection: Separate Sewers,5.4,Monmouth,NJ,40.31223,-73.9854,Long Branch
34003057001,34003057001t1,Long Branch City SA - CS/STP (Treatment Plant),"['NJ0024783', 'NJG0198013']",30210.0,Treatment Plant,5.4,Monmouth,NJ,40.31223,-73.9854,Long Branch
34003057001,34003057001t2,Long Branch City SA - CS/STP (Biosolids Handling Facility),"['NJ0024783', 'NJG0198013']",30210.0,Biosolids Handling Facility,5.4,Monmouth,NJ,40.31223,-73.9854,Long Branch
16000008001,16000008001t1,NAMPA STP (Treatment Plant),['ID0022063'],100200.0,Treatment Plant,14.1,Canyon,ID,43.5938,-116.5787,Nampa
16000008001,16000008001t2,NAMPA STP (Biosolids Handling Facility),['ID0022063'],100200.0,Biosolids Handling Facility,14.1,Canyon,ID,43.5938,-116.5787,Nampa
16000008001,16000008001t0,NAMPA STP (Collection: Separate Sewers),['ID0022063'],100200.0,Collection: Separate Sewers,14.1,Canyon,ID,43.5938,-116.5787,Nampa
51000266003,51000266003t1,NICKLESVILLE STP (Treatment Plant),['VA0087955'],500.0,Treatment Plant,0.07,Scott,VA,36.735556,-82.411389,Nickelsville
51000266003,51000266003t0,NICKLESVILLE STP (Collection: Separate Sewers),['VA0087955'],500.0,Collection: Separate Sewers,0.07,Scott,VA,36.735556,-82.411389,Nickelsville
51001400045,51001400045t0,BASTIAN WWTP & COLLECTION SYSTEM (Collection: Separate Sewers),['VA0089583'],616.0,Collection: Separate Sewers,0.2,Bland,VA,37.1925,-81.138611,Bland
51001400045,51001400045t1,BASTIAN WWTP & COLLECTION SYSTEM (Treatment Plant),['VA0089583'],616.0,Treatment Plant,0.2,Bland,VA,37.1925,-81.138611,Bland
8000000272,8000000272t2,Vilas - NPS (Agriculture - Animals),,,Agriculture - Animals,,Baca,CO,37.37357747,-102.4461761,Vilas
8000000272,8000000272t1,Vilas - NPS (Storage Tanks),,,Storage Tanks,,Baca,CO,37.37357747,-102.4461761,Vilas
8000000272,8000000272t3,Vilas - NPS (Hydromodification),,,Hydromodification,,Baca,CO,37.37357747,-102.4461761,Vilas
8000000272,8000000272t0,Vilas - NPS (Sanitary Landfills),,,Sanitary Landfills,,Baca,CO,37.37357747,-102.4461761,Vilas
8000000272,8000000272t4,Vilas - NPS (Ground Water - Unknown Source),,,Ground Water - Unknown Source,,Baca,CO,37.37357747,-102.4461761,Vilas
6000000179,6000000179,"Contrs Costa, County of",,,Phase I MS4,,Contra Costa,CA,37.912784,-122.056732,Marshall
48007465001,48007465001t1,Fulshear WWTP (Treatment Plant),"['TX0101052', 'TX13314-1']",12213.0,Treatment Plant,0.7,Fort Bend,TX,29.68775,-95.905917,Fulshear
48007465001,48007465001t0,Fulshear WWTP (Collection: Separate Sewers),"['TX0101052', 'TX13314-1']",12213.0,Collection: Separate Sewers,0.7,Fort Bend,TX,29.68775,-95.905917,Fulshear
37000000039,37000000039,Town of Kinston Stormwater System,,,Unregulated Community Stormwater,,Lenoir,NC,35.27113,-77.580814,Chagrin Falls
56000000061,56000000061,Sundance Landfill,,,Sanitary Landfills,,Crook,WY,44.390617,-104.298706,
27000097001,27000097001,LONG LAKE CS,,1746.0,Collection: Separate Sewers,,Hennepin,MN,44.985441,-93.573703,Long Lake
35000000090,35000000090,Alto Lake Dam,,,Hydromodification,,Lincoln,NM,33.393661,-105.667218,Ruidoso
37000000049,37000000049,New Bern - Stormwater System,,,Phase II MS4,,Craven,NC,35.106647,-77.038265,Ellsworth
35000000091,35000000091,Lower Vallecito Dam,,,Hydromodification,,Sandoval,NM,35.77675,-106.65011,Ponderosa
33000019001,33000019001t0,Winchester WWTF (Collection: Separate Sewers),['NHG580404'],2200.0,Collection: Separate Sewers,0.28,Cheshire,NH,42.7692,-72.39159,Winchester
33000019001,33000019001,Winchester WWTF,['NHG580404'],2200.0,Collection: Pump Stations,0.28,Cheshire,NH,42.7692,-72.39159,Winchester
33000019001,33000019001t1,Winchester WWTF (Treatment Plant),['NHG580404'],2200.0,Treatment Plant,0.28,Cheshire,NH,42.7692,-72.39159,Winchester
22000000145,22000000145,Jefferson Davis  Parish Decentralized WW,,12989.6,Onsite Wastewater Treatment System,,Jefferson Davis,LA,30.221102,-92.620239,
22000000155,22000000155,Ouachita Parish Decentralized WW,,20012.2,Onsite Wastewater Treatment System,,Ouachita,LA,32.505129,-92.070923,
29004078001,29004078001t1,Paris WWTP (Treatment Plant),['MO0100234'],1595.0,Treatment Plant,0.2,Monroe,MO,39.4834,-91.9907,Paris
29004078001,29004078001t0,Paris WWTP (Collection: Separate Sewers),['MO0100234'],1595.0,Collection: Separate Sewers,0.2,Monroe,MO,39.4834,-91.9907,Paris
45000000076,45000000076,"York, County of",['SC0020443'],10001.0,Collection: Pump Stations,,York,SC,34.977197,-81.198235,York
45000000076,45000000076,"York, County of",['SC0020443'],10001.0,Collection: Separate Sewers,,York,SC,34.977197,-81.198235,York
41000000047,41000000047,Tillamook County brownfields ,,,Brownfields,,Tillamook,OR,45.454109,-123.834801,
12000000031,12000000031,Aventura SW,['FLS267015'],,Phase I MS4,,Miami-Dade,FL,25.95245,-80.13854,Franklin Springs
6004007001,6004007001t0,Hill Canyon WWTP (Collection: Separate Sewers),['CA0056294'],117000.0,Collection: Separate Sewers,14.0,Ventura,CA,34.2157,-118.9288,Camarillo
6004007001,6004007001t1,Hill Canyon WWTP (Treatment Plant),['CA0056294'],117000.0,Treatment Plant,14.0,Ventura,CA,34.2157,-118.9288,Camarillo
53000000026,53000000026,Samish SD Sewer,,470.0,Collection: Separate Sewers,,,WA,48.644352,-122.373452,Bellingham
29004074001,29004074001t1,Weaubleau WWTP (Treatment Plant),['MO0040860'],633.0,Treatment Plant,0.09,Hickory,MO,37.890516,-93.551451,Weaubleau
29004074001,29004074001t0,Weaubleau WWTP (Collection: Separate Sewers),['MO0040860'],633.0,Collection: Separate Sewers,0.09,Hickory,MO,37.890516,-93.551451,Weaubleau
1000000125,1000000125t0,Montgomery-Rolling Hills Lagoon (Collection: Separate Sewers),['AL0059315'],430.0,Collection: Separate Sewers,0.09,,AL,32.293694,-86.166833,Montgomery
1000000125,1000000125t1,Montgomery-Rolling Hills Lagoon (Treatment Plant),['AL0059315'],430.0,Treatment Plant,0.09,,AL,32.293694,-86.166833,Montgomery
8000000066,8000000066t2,ALAMOSA Nonpoint (Hydromodification),,,Hydromodification,,Alamosa,CO,37.460941,-105.857243,Alamosa
8000000066,8000000066t3,ALAMOSA Nonpoint (Agriculture - Cropland),,,Agriculture - Cropland,,Alamosa,CO,37.460941,-105.857243,Alamosa
8000000066,8000000066t4,ALAMOSA Nonpoint (Agriculture - Animals),,,Agriculture - Animals,,Alamosa,CO,37.460941,-105.857243,Alamosa
8000000066,8000000066t1,ALAMOSA Nonpoint (Storage Tanks),,,Storage Tanks,,Alamosa,CO,37.460941,-105.857243,Alamosa
8000000066,8000000066t5,ALAMOSA Nonpoint (Ground Water - Unknown Source),,,Ground Water - Unknown Source,,Alamosa,CO,37.460941,-105.857243,Alamosa
8000000066,8000000066t0,ALAMOSA Nonpoint (Sanitary Landfills),,,Sanitary Landfills,,Alamosa,CO,37.460941,-105.857243,Alamosa
1000000126,1000000126t1,Montgomery-Milley's Creek WWTP (Treatment Plant),['AL0082431'],15000.0,Treatment Plant,1.5,,AL,32.387661,-86.041448,Pike Road
1000000126,1000000126t0,Montgomery-Milley's Creek WWTP (Collection: Separate Sewers),['AL0082431'],15000.0,Collection: Separate Sewers,1.5,,AL,32.387661,-86.041448,Pike Road
