"CWNS_ID","FACILITY_ID","STATE_CODE","FACILITY_TYPE","CHANGE_TYPE"
"06000000198",3609566,"CA","Phase I MS4","Process Improvement"
"06000000298",3612631,"CA","Agriculture - Cropland","Rehabilitation"
"06000000269",3611393,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000269",3611393,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000083",3607553,"CA","Treatment Plant","Rehabilitation"
"06000000083",3607553,"CA","Treatment Plant","Replacement"
"06000000083",3607553,"CA","Treatment Plant","Process Improvement"
"06000000083",3607553,"CA","Treatment Plant","Increase Level Of Treatment"
"06000000242",3611366,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000242",3611366,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000263",3611387,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000263",3611387,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000189",3609339,"CA","Phase II MS4","Rehabilitation"
"06000000189",3609339,"CA","Phase II MS4","Replacement"
"06000000209",3610185,"CA","Phase II MS4","Rehabilitation"
"06000000209",3610185,"CA","Phase II MS4","Replacement"
"06000000162",3609020,"CA","Phase I MS4","Rehabilitation"
"06000000162",3609020,"CA","Phase I MS4","Redevelopment"
"06000000235",3611359,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000235",3611359,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000184",3609284,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000184",3609284,"CA","Collection: Separate Sewers","Replacement"
"06002125002",3509618,"CA","Collection: Separate Sewers","No Change"
"06001055001",1175221,"CA","Collection: Separate Sewers","No Change"
"06002010001",1175271,"CA","Collection: Separate Sewers","No Change"
"06002081001",1175339,"CA","Biosolids Handling Facility","No Change"
"06004010001",1175491,"CA","Treatment Plant","Rehabilitation"
"06004010001",1175491,"CA","Treatment Plant","Replacement"
"06004010001",1175491,"CA","Treatment Plant","Increase Level Of Treatment"
"06004010001",1175491,"CA","Biosolids Handling Facility","No Change"
"06008011001",1175962,"CA","Collection: Separate Sewers","Rehabilitation"
"06008011001",1175962,"CA","Collection: Separate Sewers","Replacement"
"06008011001",1175962,"CA","Collection: Separate Sewers","Expansion"
"06022018001",2838060,"CA","Phase II MS4","Rehabilitation"
"06022018001",2838060,"CA","Phase II MS4","Replacement"
"06005035001",1175556,"CA","Treatment Plant","No Change"
"06005125001",1175656,"CA","Treatment Plant","No Change"
"06000000228",3611072,"CA","Phase I MS4","Rehabilitation"
"06000000228",3611072,"CA","Phase I MS4","Replacement"
"06005018001",1175539,"CA","Collection: Separate Sewers","No Change"
"06005057001",1175576,"CA","Treatment Plant","No Change"
"06005082016",1175604,"CA","Collection: Separate Sewers","No Change"
"06000000248",3611372,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000248",3611372,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000249",3611373,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000249",3611373,"CA","Onsite Wastewater Treatment System","Replacement"
"06008073001",1176019,"CA","Collection: Pump Stations","Rehabilitation"
"06008073001",1176019,"CA","Collection: Pump Stations","Replacement"
"06009047001",1176085,"CA","Collection: Pump Stations","Rehabilitation"
"06009047001",1176085,"CA","Collection: Pump Stations","Replacement"
"06000000125",3608290,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000125",3608290,"CA","Collection: Separate Sewers","Replacement"
"06001015001",1175184,"CA","Collection: Separate Sewers","No Change"
"06002049001",1175309,"CA","Collection: Separate Sewers","Rehabilitation"
"06002049001",1175309,"CA","Collection: Separate Sewers","Replacement"
"06004010005",1175495,"CA","Collection: Separate Sewers","Rehabilitation"
"06004010005",1175495,"CA","Collection: Separate Sewers","Replacement"
"06002091001",1175343,"CA","Collection: Separate Sewers","Rehabilitation"
"06002091001",1175343,"CA","Collection: Separate Sewers","Replacement"
"06005045001",1175565,"CA","Collection: Separate Sewers","Rehabilitation"
"06005045001",1175565,"CA","Collection: Separate Sewers","Replacement"
"06005045001",1175565,"CA","Collection: Separate Sewers","Expansion"
"06029031001",402846,"CA","Phase I MS4","Rehabilitation"
"06029031001",402846,"CA","Phase I MS4","Replacement"
"06029031001",402846,"CA","Phase I MS4","Expansion"
"06004032001",1175516,"CA","Treatment Plant","Rehabilitation"
"06004032001",1175516,"CA","Treatment Plant","Replacement"
"06005024001",1175545,"CA","Collection: Separate Sewers","No Change"
"06008006002",1175951,"CA","Biosolids Handling Facility","No Change"
"06003014001",1175382,"CA","Treatment Plant","Replacement"
"06005511004",3477631,"CA","Treatment Plant","No Change"
"06001042001",1175207,"CA","Collection: Separate Sewers","No Change"
"06005607001",1175831,"CA","Treatment Plant","No Change"
"06009068002",1176092,"CA","Treatment Plant","No Change"
"06002092001",1175344,"CA","Collection: Separate Sewers","Rehabilitation"
"06002092001",1175344,"CA","Collection: Separate Sewers","Replacement"
"06004007001",1175462,"CA","Collection: Separate Sewers","Rehabilitation"
"06004007001",1175462,"CA","Collection: Separate Sewers","Replacement"
"06005294001",3478111,"CA","Treatment Plant","No Change"
"06003037001",1175402,"CA","Collection: Separate Sewers","Rehabilitation"
"06003037001",1175402,"CA","Collection: Separate Sewers","Replacement"
"06005113001",1175644,"CA","Collection: Separate Sewers","Rehabilitation"
"06005113001",1175644,"CA","Collection: Separate Sewers","Replacement"
"06005113001",1175644,"CA","Collection: Separate Sewers","Increase Capacity"
"06005113001",1175644,"CA","Collection: Separate Sewers","Expansion"
"06005197001",1175701,"CA","Treatment Plant","Rehabilitation"
"06005197001",1175701,"CA","Treatment Plant","Replacement"
"06005197001",1175701,"CA","Treatment Plant","Increase Capacity"
"06005315002",1175764,"CA","Treatment Plant","No Change"
"06005315002",1175764,"CA","Collection: Separate Sewers","No Change"
"06001032001",1175200,"CA","Treatment Plant","No Change"
"06005198001",1175702,"CA","Treatment Plant","No Change"
"06006028002",3349051,"CA","Treatment Plant","No Change"
"06002032005",443709,"CA","Collection: Combined Sewers","Rehabilitation"
"06002032005",443709,"CA","Collection: Combined Sewers","Replacement"
"06009039001",1176077,"CA","Collection: Separate Sewers","No Change"
"06009050001",1176087,"CA","Collection: Separate Sewers","Rehabilitation"
"06001099001",1175246,"CA","Treatment Plant","Rehabilitation"
"06001099001",1175246,"CA","Treatment Plant","Replacement"
"06001099001",1175246,"CA","Water Reuse","Rehabilitation"
"06001099001",1175246,"CA","Water Reuse","Replacement"
"06005015001",1175537,"CA","Collection: Separate Sewers","No Change"
"06007069001",1175944,"CA","Collection: Separate Sewers","No Change"
"06008060001",1176008,"CA","Collection: Separate Sewers","Rehabilitation"
"06008060001",1176008,"CA","Collection: Separate Sewers","Replacement"
"06008060001",1176008,"CA","Collection: Separate Sewers","Expansion"
"06001010005",1175180,"CA","Collection: Separate Sewers","Rehabilitation"
"06001010005",1175180,"CA","Collection: Separate Sewers","Replacement"
"06003038001",1175403,"CA","Treatment Plant","No Change"
"06008045001",1175999,"CA","Collection: Separate Sewers","Rehabilitation"
"06008045001",1175999,"CA","Collection: Separate Sewers","Replacement"
"06002018001",1175277,"CA","Collection: Separate Sewers","Rehabilitation"
"06002018001",1175277,"CA","Collection: Separate Sewers","Replacement"
"06005108001",1175640,"CA","Treatment Plant","No Change"
"06007770001",3522264,"CA","Collection: Separate Sewers","Expansion"
"06001004001",1175170,"CA","Collection: Separate Sewers","No Change"
"06007022001",1175930,"CA","Treatment Plant","No Change"
"06005682001",1175846,"CA","Collection: Separate Sewers","No Change"
"06005098001",1175618,"CA","Treatment Plant","Rehabilitation"
"06005098001",1175618,"CA","Treatment Plant","Replacement"
"06002063001",1175322,"CA","Treatment Plant","Rehabilitation"
"06002063001",1175322,"CA","Treatment Plant","Replacement"
"06000203200",3509698,"CA","Collection: Pump Stations","Rehabilitation"
"06000203200",3509698,"CA","Collection: Pump Stations","Replacement"
"06000203200",3509698,"CA","Collection: Pump Stations","Increase Capacity"
"06006009001",1175862,"CA","Collection: Pump Stations","Rehabilitation"
"06006009001",1175862,"CA","Collection: Pump Stations","Replacement"
"06000000231",3611355,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000231",3611355,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000273",3611397,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000273",3611397,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000290",3611459,"CA","Phase II MS4","Rehabilitation"
"06000000290",3611459,"CA","Phase II MS4","Replacement"
"06009074001",1176093,"CA","Collection: Separate Sewers","No Change"
"06000000076",3607353,"CA","Phase I MS4","Rehabilitation"
"06000000076",3607353,"CA","Phase I MS4","Process Improvement"
"06004009001",1175477,"CA","Collection: Separate Sewers","Rehabilitation"
"06004009001",1175477,"CA","Collection: Separate Sewers","Replacement"
"06004009001",1175477,"CA","Collection: Separate Sewers","Increase Capacity"
"06000000165",3609119,"CA","Collection: Interceptor Sewers","Replacement"
"06000000165",3609119,"CA","Collection: Interceptor Sewers","Increase Capacity"
"06000000149",3608850,"CA","Collection: Pump Stations","Rehabilitation"
"06009043001",1176082,"CA","Collection: Pump Stations","Rehabilitation"
"06009043001",1176082,"CA","Collection: Pump Stations","Replacement"
"06003012001",1175381,"CA","Collection: Interceptor Sewers","Rehabilitation"
"06003012001",1175381,"CA","Collection: Interceptor Sewers","Replacement"
"06000000115",3608101,"CA","Treatment Plant","Rehabilitation"
"06000000115",3608101,"CA","Treatment Plant","Replacement"
"06000000219",3610609,"CA","Phase I MS4","Rehabilitation"
"06000000219",3610609,"CA","Phase I MS4","Replacement"
"06008029001",1175985,"CA","Treatment Plant","Replacement"
"06008029001",1175985,"CA","Treatment Plant","Process Improvement"
"06008029001",1175985,"CA","Treatment Plant","Renewable Energy"
"06000000094",3607861,"CA","Phase II MS4","Rehabilitation"
"06000000094",3607861,"CA","Phase II MS4","Replacement"
"06004009005",1175481,"CA","Water Reuse","No Change"
"06000000190",3609351,"CA","Agriculture - Animals","Increase Level Of Treatment"
"06005240001",1175727,"CA","Collection: Separate Sewers","No Change"
"06005060003",1175581,"CA","Collection: Separate Sewers","No Change"
"06005006001",1175527,"CA","Collection: Separate Sewers","Rehabilitation"
"06005357001",1175790,"CA","Collection: Separate Sewers","Expansion"
"06009031001",1176066,"CA","Treatment Plant","Rehabilitation"
"06009031001",1176066,"CA","Treatment Plant","Replacement"
"06009074001",1176093,"CA","Treatment Plant","Rehabilitation"
"06009074001",1176093,"CA","Treatment Plant","Replacement"
"06005347001",1175782,"CA","Collection: Separate Sewers","No Change"
"06002030001",1238810,"CA","Collection: Separate Sewers","Rehabilitation"
"06028004001",457939,"CA","Phase I MS4","No Change"
"06004009014",3482611,"CA","Treatment Plant","Rehabilitation"
"06004009014",3482611,"CA","Treatment Plant","Replacement"
"06001021001",1175190,"CA","Collection: Separate Sewers","No Change"
"06005041001",1175561,"CA","Collection: Separate Sewers","Rehabilitation"
"06005041001",1175561,"CA","Collection: Separate Sewers","Replacement"
"06005041001",1175561,"CA","Collection: Separate Sewers","Expansion"
"06005177001",1175687,"CA","Treatment Plant","Rehabilitation"
"06005177001",1175687,"CA","Treatment Plant","Replacement"
"06005345001",1175781,"CA","Treatment Plant","No Change"
"06002025001",1175283,"CA","Water Reuse","Rehabilitation"
"06002025001",1175283,"CA","Water Reuse","Replacement"
"06000000275",3611399,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000275",3611399,"CA","Onsite Wastewater Treatment System","Replacement"
"06001035001",1175201,"CA","Treatment Plant","Rehabilitation"
"06001035001",1175201,"CA","Treatment Plant","Replacement"
"06022003001",2844566,"CA","Phase II MS4","No Change"
"06002118001",1175353,"CA","Collection: Separate Sewers","Rehabilitation"
"06002118001",1175353,"CA","Collection: Separate Sewers","Replacement"
"06002118001",1175353,"CA","Water Reuse","Rehabilitation"
"06002118001",1175353,"CA","Water Reuse","Replacement"
"06006012001",1175865,"CA","Collection: Separate Sewers","No Change"
"06004044001",1175519,"CA","Collection: Separate Sewers","No Change"
"06005043001",1175563,"CA","Treatment Plant","Rehabilitation"
"06005043001",1175563,"CA","Treatment Plant","Replacement"
"06005043001",1175563,"CA","Collection: Separate Sewers","Rehabilitation"
"06005043001",1175563,"CA","Collection: Separate Sewers","Replacement"
"06029041001",3138044,"CA","Phase I MS4","Rehabilitation"
"06003053001",1175421,"CA","Collection: Separate Sewers","Rehabilitation"
"06003053001",1175421,"CA","Collection: Separate Sewers","Replacement"
"06005074001",1175592,"CA","Collection: Separate Sewers","No Change"
"06005490001",1175810,"CA","Collection: Separate Sewers","No Change"
"06005780001",1175851,"CA","Collection: Separate Sewers","No Change"
"06002090001",3521216,"CA","Treatment Plant","Rehabilitation"
"06002090001",3521216,"CA","Treatment Plant","Replacement"
"06008010004",3486590,"CA","Treatment Plant","Rehabilitation"
"06008010004",3486590,"CA","Treatment Plant","Replacement"
"06001040001",1175205,"CA","Collection: Separate Sewers","Rehabilitation"
"06001040001",1175205,"CA","Collection: Separate Sewers","Replacement"
"06005297001",1175754,"CA","Treatment Plant","No Change"
"06008010003",1175961,"CA","Collection: Pump Stations","Rehabilitation"
"06008010003",1175961,"CA","Collection: Pump Stations","Replacement"
"06000000154",3608935,"CA","Collection: Separate Sewers","No Change"
"06000000171",3609136,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000171",3609136,"CA","Collection: Separate Sewers","Replacement"
"06000000085",3607599,"CA","Phase I MS4","Rehabilitation"
"06000000085",3607599,"CA","Phase I MS4","Replacement"
"06000000174",3609167,"CA","Treatment Plant","Rehabilitation"
"06000000174",3609167,"CA","Treatment Plant","Replacement"
"06002158001",3484151,"CA","Collection: Separate Sewers","Rehabilitation"
"06002023001",1175281,"CA","Water Reuse","No Change"
"06000000143",3608762,"CA","Phase II MS4","Rehabilitation"
"06000000143",3608762,"CA","Phase II MS4","Replacement"
"06002032005",443709,"CA","Collection: Pump Stations","Rehabilitation"
"06002032005",443709,"CA","Collection: Pump Stations","Replacement"
"06001085001",1175236,"CA","Treatment Plant","No Change"
"06003030001",1175398,"CA","Treatment Plant","No Change"
"06008019001",1175972,"CA","Treatment Plant","No Change"
"06001001001",1175167,"CA","Collection: Separate Sewers","Rehabilitation"
"06001001001",1175167,"CA","Collection: Separate Sewers","Replacement"
"06002052001",1175310,"CA","Collection: Separate Sewers","Rehabilitation"
"06002052001",1175310,"CA","Collection: Separate Sewers","Replacement"
"06003010001",1175379,"CA","Collection: Separate Sewers","Rehabilitation"
"06003010001",1175379,"CA","Collection: Separate Sewers","Replacement"
"06004026001",1175512,"CA","Water Reuse","No Change"
"06005082003",1175600,"CA","Collection: Separate Sewers","No Change"
"06007003001",1175910,"CA","Collection: Separate Sewers","Rehabilitation"
"06007003001",1175910,"CA","Collection: Separate Sewers","Replacement"
"06025000001",3522260,"CA","Phase II MS4","No Change"
"06000203200",3509698,"CA","Collection: Combined Sewers","Rehabilitation"
"06000203200",3509698,"CA","Collection: Combined Sewers","Replacement"
"06004009006",1175482,"CA","Collection: Separate Sewers","Rehabilitation"
"06004009006",1175482,"CA","Collection: Separate Sewers","Replacement"
"06004009006",1175482,"CA","Collection: Separate Sewers","Increase Capacity"
"06005112001",1175643,"CA","Collection: Pump Stations","Rehabilitation"
"06005112001",1175643,"CA","Collection: Pump Stations","Replacement"
"06002024001",1175282,"CA","Treatment Plant","Rehabilitation"
"06002024001",1175282,"CA","Treatment Plant","Replacement"
"06002024001",1175282,"CA","Treatment Plant","Increase Capacity"
"06005142001",1175663,"CA","Collection: Separate Sewers","No Change"
"06007014001",1175922,"CA","Collection: Separate Sewers","Rehabilitation"
"06007014001",1175922,"CA","Collection: Separate Sewers","Replacement"
"06008047001",1176001,"CA","Collection: Separate Sewers","Rehabilitation"
"06008047001",1176001,"CA","Collection: Separate Sewers","Replacement"
"06005012001",1175534,"CA","Treatment Plant","No Change"
"06003035001",1238813,"CA","Collection: Separate Sewers","No Change"
"06009026005",1176061,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000080",3607474,"CA","Collection: Interceptor Sewers","Rehabilitation"
"06000000080",3607474,"CA","Collection: Interceptor Sewers","Replacement"
"06000000080",3607474,"CA","Collection: Interceptor Sewers","Increase Capacity"
"06000000311",3613059,"CA","Water Reuse","New"
"06000000294",3612365,"CA","Collection: Separate Sewers","Expansion"
"06000000109",3608001,"CA","Collection: Separate Sewers","Rehabilitation"
"06000000109",3608001,"CA","Collection: Separate Sewers","Replacement"
"06005300001",1175756,"CA","Collection: Separate Sewers","No Change"
"06009008001",1176039,"CA","Collection: Separate Sewers","Rehabilitation"
"06009008001",1176039,"CA","Collection: Separate Sewers","Replacement"
"06002008001",1175269,"CA","Treatment Plant","Increase Capacity"
"06002008001",1175269,"CA","Treatment Plant","Process Improvement"
"06002174001",3008943,"CA","Collection: Separate Sewers","Rehabilitation"
"06002174001",3008943,"CA","Collection: Separate Sewers","Replacement"
"06000000194",3609471,"CA","Phase I MS4","Rehabilitation"
"06000000190",3609351,"CA","Marinas","Increase Level Of Treatment"
"06004008010",1175469,"CA","Treatment Plant","Rehabilitation"
"06009049001",1176086,"CA","Collection: Separate Sewers","Rehabilitation"
"06009049001",1176086,"CA","Collection: Separate Sewers","Replacement"
"06002008001",1175269,"CA","Collection: Separate Sewers","Rehabilitation"
"06002060003",1175317,"CA","Treatment Plant","No Change"
"06002060003",1175317,"CA","Collection: Separate Sewers","Rehabilitation"
"06002060003",1175317,"CA","Collection: Separate Sewers","Replacement"
"06006027001",1175883,"CA","Collection: Separate Sewers","No Change"
"06002046001",1175306,"CA","Treatment Plant","Rehabilitation"
"06002113001",1175351,"CA","Collection: Separate Sewers","Rehabilitation"
"06002113001",1175351,"CA","Collection: Separate Sewers","Replacement"
"06003043001",1175410,"CA","Collection: Separate Sewers","No Change"
"06005058001",1175577,"CA","Treatment Plant","No Change"
"06005058001",1175577,"CA","Collection: Separate Sewers","No Change"
"06003012001",1175381,"CA","Collection: Separate Sewers","Rehabilitation"
"06003012001",1175381,"CA","Collection: Separate Sewers","Replacement"
"06002039001",1175297,"CA","Water Reuse","New"
"06000000132",3608439,"CA","Treatment Plant","New"
"06005279001",1238822,"CA","Collection: Separate Sewers","No Change"
"06005245002",1175731,"CA","Collection: Separate Sewers","Rehabilitation"
"06005245002",1175731,"CA","Collection: Separate Sewers","Replacement"
"06002024001",1175282,"CA","Collection: Separate Sewers","Rehabilitation"
"06002024001",1175282,"CA","Collection: Separate Sewers","Replacement"
"06002024001",1175282,"CA","Collection: Separate Sewers","Increase Capacity"
"06002156001",1175366,"CA","Collection: Separate Sewers","Rehabilitation"
"06002156001",1175366,"CA","Collection: Separate Sewers","Replacement"
"06005042003",1175562,"CA","Treatment Plant","Rehabilitation"
"06005042003",1175562,"CA","Treatment Plant","Replacement"
"06005077001",1175595,"CA","Collection: Separate Sewers","Rehabilitation"
"06005077001",1175595,"CA","Collection: Separate Sewers","Replacement"
"06005226001",1175717,"CA","Collection: Separate Sewers","No Change"
"06007005001",1175911,"CA","Collection: Pump Stations","Rehabilitation"
"06007005001",1175911,"CA","Collection: Pump Stations","Replacement"
"06007002001",1175909,"CA","Collection: Pump Stations","Rehabilitation"
"06007002001",1175909,"CA","Collection: Pump Stations","Replacement"
"06000000217",3610538,"CA","Phase II MS4","Rehabilitation"
"06000000217",3610538,"CA","Phase II MS4","Replacement"
"06000000279",3611403,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000279",3611403,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000082",3607552,"CA","Collection: Pump Stations","No Change"
"06000000202",3609600,"CA","Phase I MS4","Rehabilitation"
"06000000202",3609600,"CA","Phase I MS4","Replacement"
"06001050001",1175216,"CA","Treatment Plant","No Change"
"06003004001",1175375,"CA","Collection: Separate Sewers","Rehabilitation"
"06003004001",1175375,"CA","Collection: Separate Sewers","Replacement"
"06005000002",3514618,"CA","Collection: Separate Sewers","Rehabilitation"
"06005000002",3514618,"CA","Collection: Separate Sewers","Replacement"
"06008023001",2942642,"CA","Collection: Interceptor Sewers","Rehabilitation"
"06008023001",2942642,"CA","Collection: Interceptor Sewers","Replacement"
"06008023001",2942642,"CA","Collection: Interceptor Sewers","Expansion"
"06000000266",3611390,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000266",3611390,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000271",3611395,"CA","Onsite Wastewater Treatment System","Rehabilitation"
"06000000271",3611395,"CA","Onsite Wastewater Treatment System","Replacement"
"06000000285",3611409,"CA","Onsite Wastewater Treatment System","Rehabilitation"
